Utilizacion 74.622298 VolCajasEmpacado 48.894443 Duracion[s] 5.041000 Iteraciones 261
0 9 0 0 0 0 168 195 155
1 9 0 168 0 0 336 195 155
2 9 0 336 0 0 504 195 155
3 9 0 504 0 0 672 195 155
4 9 0 672 0 0 840 195 155
5 6 0 0 0 155 74 77 222
6 6 0 0 77 155 74 154 222
7 5 0 0 195 0 33 232 40
8 5 0 0 195 40 33 235 77
9 5 0 0 154 155 33 191 195
10 5 0 0 154 195 33 191 235
11 8 0 0 195 77 49 239 127
12 7 0 33 154 155 94 208 215
13 0 0 74 0 155 141 77 229
14 0 0 74 77 155 151 144 229
15 0 0 151 77 155 228 144 229
16 0 0 228 77 155 305 144 229
17 0 0 305 77 155 382 144 229
18 0 0 382 77 155 459 144 229
19 0 0 459 77 155 536 144 229
20 0 0 536 77 155 613 144 229
21 4 0 94 144 155 189 236 237
22 4 0 189 144 155 284 236 237
23 4 0 284 144 155 379 236 237
24 4 0 379 144 155 474 236 237
25 4 0 474 144 155 569 236 237
26 4 0 569 144 155 664 236 237
27 4 0 664 144 155 759 236 237
28 7 0 141 0 155 195 61 215
29 7 0 195 0 155 249 61 215
30 7 0 249 0 155 303 61 215
31 7 0 303 0 155 357 61 215
32 1 0 840 0 0 969 116 100
33 1 0 969 0 0 1098 116 100
34 1 0 1098 0 0 1227 116 100
35 1 0 840 0 100 969 116 200
36 1 0 969 0 100 1098 116 200
37 1 0 1098 0 100 1227 116 200
38 1 0 840 116 0 969 216 116
39 1 0 969 116 0 1098 216 116
40 1 0 1098 116 0 1227 216 116
41 1 0 840 116 116 969 216 232
42 1 0 969 116 116 1098 216 232
43 1 0 1098 116 116 1227 216 232
44 1 0 1227 0 0 1343 129 100
45 1 0 1227 129 0 1343 229 129
46 1 0 1227 0 100 1343 129 200
47 2 0 1227 129 129 1345 229 237
