Utilizacion 73.617201 VolCajasEmpacado 75.007964 Duracion[s] 60.003000 Iteraciones 6221
0 1 0 0 0 0 26 120 34
1 0 0 0 120 0 68 186 31
2 2 0 0 120 31 60 215 107
3 0 0 26 0 0 92 68 31
4 0 0 26 0 31 92 68 62
5 3 1 0 0 62 60 95 138
6 3 1 0 0 138 60 95 214
7 5 2 0 95 107 26 215 141
8 5 2 0 95 141 26 215 175
9 5 2 0 95 175 26 215 209
10 4 2 26 95 107 86 171 202
11 7 3 60 0 62 120 95 138
12 6 3 60 0 138 128 66 169
13 8 4 60 186 0 180 220 26
14 8 4 180 186 0 300 220 26
15 9 4 60 0 169 126 68 200
16 9 4 86 95 0 152 163 31
17 10 5 86 95 31 154 161 62
18 11 6 68 171 26 144 231 121
19 12 7 86 95 62 152 163 93
20 14 8 26 171 121 121 231 197
21 15 8 60 68 138 180 94 172
22 15 8 60 68 172 180 94 206
23 13 8 86 95 93 154 161 124
24 18 9 86 95 124 146 171 219
25 17 9 128 0 0 196 66 31
26 16 9 128 0 31 248 34 57
27 16 9 128 34 31 248 68 57
28 16 9 128 0 57 248 34 83
29 20 10 128 0 83 194 68 114
30 20 10 128 0 114 194 68 145
31 19 10 128 0 145 248 26 179
32 21 10 144 171 26 239 231 102
33 22 11 144 171 102 239 231 178
34 22 11 154 94 0 214 170 95
35 22 11 154 94 95 214 170 190
36 23 12 146 94 190 180 214 216
37 23 12 126 0 179 246 26 213
38 26 13 128 26 145 248 60 171
39 24 13 180 26 171 246 94 202
40 24 13 214 94 0 280 162 31
41 24 13 280 94 0 346 162 31
42 25 13 214 94 31 274 170 126
43 25 13 274 94 31 334 170 126
44 27 14 180 94 190 214 214 216
45 28 14 214 94 126 309 170 186
46 29 15 214 94 186 240 214 220
47 30 15 240 94 186 308 160 217
48 31 15 240 170 26 316 230 121
49 32 16 240 170 121 316 230 216
50 32 16 248 0 0 343 76 60
51 34 17 246 60 60 366 86 94
52 33 17 248 0 60 343 60 136
53 36 18 248 0 136 343 60 212
54 35 18 334 162 0 400 230 31
55 37 19 246 60 94 366 94 120
56 38 19 316 170 31 392 230 126
57 38 19 334 94 31 394 170 126
58 39 20 343 0 0 419 60 95
59 41 21 343 0 95 419 60 190
60 40 21 394 60 0 462 126 31
61 42 22 400 126 0 476 221 60
62 43 23 394 60 31 462 126 62
63 43 23 394 60 62 462 126 93
64 44 24 246 60 120 366 94 146
65 45 25 246 60 146 366 86 180
66 46 25 309 94 126 377 160 157
67 46 25 309 94 157 377 160 188
68 47 26 316 160 126 411 220 202
69 48 27 394 60 93 489 120 169
70 48 27 411 126 60 506 202 120
71 48 27 411 126 120 506 202 180
72 49 28 246 60 180 366 94 206
73 50 28 308 94 188 376 160 219
74 51 28 419 0 0 495 60 95
75 51 28 495 0 0 571 60 95
76 52 29 377 60 169 445 126 200
77 52 29 411 126 180 477 194 211
78 53 29 419 0 95 514 60 171
79 56 30 343 0 190 463 34 216
80 55 30 445 60 169 513 126 200
81 54 30 506 126 0 582 221 60
82 55 30 514 0 95 582 66 126
83 55 30 506 126 60 572 194 91
84 57 31 411 202 60 531 228 94
85 57 31 411 202 94 531 228 128
86 58 31 514 0 126 580 68 157
87 59 32 411 202 128 531 228 162
88 60 32 514 0 157 580 68 188
89 60 32 514 0 188 580 68 219
90 61 32 506 126 91 582 186 186
91 62 33 411 202 162 531 228 196
92 63 33 477 126 186 543 194 217
93 62 33 543 68 186 569 188 220
