Utilizacion 74.273497 VolCajasEmpacado 75.155591 Duracion[s] 60.042000 Iteraciones 941
0 10 0 0 0 0 45 48 35
1 10 0 0 48 0 45 96 35
2 10 0 0 96 0 45 144 35
3 10 0 0 144 0 45 192 35
4 3 0 0 0 35 80 82 95
5 3 0 0 0 95 80 82 155
6 3 0 0 0 155 80 82 215
7 8 0 0 192 0 71 233 77
8 8 0 0 192 77 71 233 154
9 3 0 0 82 35 80 142 117
10 4 0 0 82 117 47 154 196
11 0 0 0 82 196 81 183 220
12 18 0 0 183 154 91 228 185
13 18 0 0 183 185 91 228 216
14 0 0 80 0 0 181 81 24
15 0 0 80 0 24 181 81 48
16 9 0 80 0 48 148 40 99
17 9 0 80 40 48 148 80 99
18 9 0 80 0 99 148 40 150
19 9 0 80 40 99 148 80 150
20 15 0 80 0 150 174 72 179
21 14 0 80 0 179 131 79 208
22 2 0 81 81 0 161 143 84
23 2 0 161 81 0 241 143 84
24 2 0 81 81 84 161 143 168
25 2 0 161 81 84 241 143 168
26 5 0 81 79 168 199 145 214
27 18 0 81 145 0 172 176 45
28 18 0 81 145 45 172 176 90
29 18 0 81 145 90 172 176 135
30 18 0 81 145 135 172 176 180
31 19 0 81 145 180 171 180 216
32 12 0 91 180 0 147 233 20
33 12 0 91 180 20 147 233 40
34 12 0 91 180 40 147 233 60
35 4 0 91 180 60 163 227 139
36 14 0 91 180 139 170 231 168
37 14 0 91 180 168 170 231 197
38 16 0 131 0 179 176 30 220
39 14 0 170 180 0 249 231 29
40 8 0 170 180 29 241 221 106
41 5 0 170 180 106 288 226 172
42 14 0 170 180 172 249 231 201
43 19 0 172 145 0 262 180 36
44 17 0 172 145 36 288 175 78
45 17 0 172 145 78 288 175 120
46 17 0 172 145 120 288 175 162
47 14 0 172 145 162 251 174 213
48 6 0 181 0 0 272 78 42
49 6 0 181 0 42 272 78 84
50 5 0 174 30 84 292 76 150
51 13 0 174 30 150 263 56 192
52 7 0 199 56 168 277 140 210
53 1 0 277 76 0 361 145 108
54 1 0 277 76 108 361 145 216
55 11 0 288 145 0 405 223 39
56 11 0 288 145 39 405 223 78
57 11 0 288 145 78 405 223 117
58 15 0 288 145 117 382 217 146
59 33 1 176 0 84 217 30 129
60 33 1 217 0 84 258 30 129
61 29 1 249 174 172 284 219 220
62 35 1 288 145 146 367 196 175
63 35 1 288 145 175 367 196 204
64 30 1 288 196 146 378 232 181
65 30 1 284 196 181 374 232 216
66 32 1 176 0 129 292 30 171
67 32 1 176 0 171 292 30 213
68 20 1 292 0 0 376 69 108
69 20 1 376 0 0 460 69 108
70 20 1 460 0 0 544 69 108
71 20 1 292 0 108 376 69 216
72 26 1 361 69 0 402 140 77
73 26 1 361 69 77 402 140 154
74 29 1 361 69 154 406 104 202
75 29 1 361 104 154 406 139 202
76 20 1 376 0 108 460 69 216
77 20 1 460 0 108 544 69 216
78 30 1 382 140 117 418 230 152
79 38 1 367 140 152 420 196 172
80 38 1 367 140 172 420 196 192
81 38 1 367 140 192 420 196 212
82 29 1 378 196 152 423 231 200
83 38 1 406 69 0 459 125 20
84 38 1 406 69 20 459 125 40
85 38 1 406 69 40 459 125 60
86 38 1 406 69 60 459 125 80
87 22 1 406 69 80 485 116 152
88 36 1 406 69 152 495 111 178
89 29 1 406 69 178 451 117 213
90 23 1 420 125 0 538 191 46
91 23 1 420 125 46 538 191 92
92 23 1 420 125 92 538 191 138
93 23 1 420 125 138 538 191 184
94 29 1 420 117 184 468 162 219
95 29 1 423 191 0 468 226 48
96 32 1 423 162 184 539 204 214
97 36 1 423 204 48 512 230 90
98 31 1 495 69 0 586 100 45
99 27 1 495 69 45 546 109 113
100 26 1 495 69 113 572 110 184
101 32 1 451 69 184 567 111 214
102 22 1 539 111 0 586 183 79
103 22 1 539 111 79 586 183 158
