Utilizacion 83.333333 VolCajasEmpacado 100.000000 Duracion[s] 0.367000 Iteraciones 174
0 2 0 0 0 0 2 2 2
1 2 0 0 2 0 2 4 2
2 2 0 0 4 0 2 6 2
3 2 0 0 6 0 2 8 2
4 2 0 0 8 0 2 10 2
5 0 0 0 0 2 2 3 6
6 0 0 0 3 2 2 6 6
7 0 0 0 6 2 2 9 6
8 0 0 0 0 6 2 3 10
9 0 0 0 3 6 2 6 10
10 0 0 0 6 6 2 9 10
11 1 0 2 0 0 4 4 2
12 1 0 2 0 2 4 4 4
13 1 0 2 0 4 4 4 6
14 2 0 2 0 6 4 2 8
15 2 0 2 0 8 4 2 10
16 2 0 2 2 6 4 4 8
17 2 0 2 2 8 4 4 10
18 2 0 2 4 0 4 6 2
19 2 0 2 6 0 4 8 2
20 2 0 2 8 0 4 10 2
21 2 0 2 4 2 4 6 4
22 2 0 2 4 4 4 6 6
23 2 0 2 4 6 4 6 8
24 2 0 2 4 8 4 6 10
25 2 0 2 6 2 4 8 4
26 2 0 2 8 2 4 10 4
27 2 0 2 6 4 4 8 6
28 2 0 2 8 4 4 10 6
29 2 0 2 6 6 4 8 8
30 2 0 2 8 6 4 10 8
31 4 1 4 0 0 8 2 2
32 4 1 4 0 2 8 2 4
33 4 1 4 0 4 8 2 6
34 3 1 4 2 0 6 5 4
35 3 1 4 5 0 6 8 4
36 3 1 4 2 4 6 5 8
37 3 1 4 5 4 6 8 8
38 4 1 4 0 8 6 4 10
39 5 1 4 4 8 6 6 10
40 5 1 4 6 8 6 8 10
41 5 1 4 8 0 6 10 2
42 5 1 4 8 2 6 10 4
43 5 1 4 8 4 6 10 6
44 5 1 4 8 6 6 10 8
45 5 1 4 8 8 6 10 10
46 5 1 6 0 6 8 2 8
47 5 1 6 0 8 8 2 10
48 5 1 6 2 0 8 4 2
49 5 1 6 4 0 8 6 2
50 5 1 6 6 0 8 8 2
51 5 1 6 8 0 8 10 2
52 5 1 6 2 2 8 4 4
53 5 1 6 4 2 8 6 4
54 5 1 6 6 2 8 8 4
55 5 1 6 8 2 8 10 4
56 5 1 6 2 4 8 4 6
57 5 1 6 4 4 8 6 6
58 5 1 6 6 4 8 8 6
59 5 1 6 8 4 8 10 6
60 3 1 6 2 6 8 5 10
61 5 1 6 5 6 8 7 8
62 5 1 6 5 8 8 7 10
63 8 2 8 0 0 10 2 2
64 8 2 8 2 0 10 4 2
65 8 2 8 4 0 10 6 2
66 8 2 8 6 0 10 8 2
67 8 2 8 8 0 10 10 2
68 8 2 8 0 2 10 2 4
69 8 2 8 2 2 10 4 4
70 8 2 8 4 2 10 6 4
71 8 2 8 6 2 10 8 4
72 8 2 8 8 2 10 10 4
73 8 2 8 0 4 10 2 6
74 8 2 8 2 4 10 4 6
75 8 2 8 4 4 10 6 6
76 8 2 8 6 4 10 8 6
77 8 2 8 8 4 10 10 6
78 8 2 8 0 6 10 2 8
79 8 2 8 2 6 10 4 8
80 8 2 8 4 6 10 6 8
81 8 2 8 6 6 10 8 8
82 8 2 8 8 6 10 10 8
83 8 2 8 0 8 10 2 10
84 7 2 8 2 8 12 4 10
85 8 2 8 4 8 10 6 10
86 6 2 10 4 0 12 7 4
87 6 2 10 4 4 12 7 8
88 6 2 10 7 0 12 10 4
