Utilizacion 44.536526 VolCajasEmpacado 100.000000 Duracion[s] 0.023000 Iteraciones 1
0 2 0 0 0 0 49 55 55
1 2 0 0 55 0 49 110 55
2 2 0 0 110 0 49 165 55
3 2 0 0 165 0 49 220 55
4 2 0 0 0 55 49 55 110
5 2 0 0 0 110 49 55 165
6 1 0 0 55 55 49 99 105
7 0 0 0 0 165 37 40 198
8 3 0 49 0 0 131 92 95
9 3 0 49 0 95 131 92 190
10 4 1 49 0 190 95 45 231
11 7 1 49 92 0 155 184 101
12 5 1 49 92 101 116 166 178
13 5 1 131 0 0 198 77 74
14 5 1 198 0 0 265 77 74
15 5 1 265 0 0 332 77 74
16 5 1 332 0 0 399 77 74
17 5 1 399 0 0 466 77 74
18 5 1 466 0 0 533 77 74
19 7 1 155 77 0 261 169 101
20 7 1 261 77 0 367 169 101
21 6 1 155 77 101 250 169 183
22 9 1 367 77 0 480 203 144
23 10 1 480 77 0 606 214 161
24 8 1 606 0 0 706 129 116
25 8 1 606 0 116 706 116 245
26 8 1 606 129 0 722 229 129
27 8 1 706 0 0 822 129 100
28 8 1 822 0 0 938 129 100
29 8 1 938 0 0 1054 129 100
30 8 1 1054 0 0 1170 129 100
31 8 1 1170 0 0 1286 129 100
32 8 1 706 0 100 806 129 216
33 8 1 722 129 0 838 229 129
34 12 2 606 129 129 681 215 214
35 12 2 722 129 129 797 215 214
36 11 2 838 129 0 907 197 61
37 11 2 907 129 0 976 197 61
38 12 2 976 129 0 1051 215 85
39 12 2 976 129 85 1051 215 170
40 11 2 976 129 170 1045 190 238
41 12 2 1051 129 0 1126 215 85
42 12 2 1051 129 85 1126 215 170
43 11 2 1051 129 170 1119 190 239
44 12 2 1126 129 0 1201 215 85
45 12 2 1126 129 85 1201 215 170
46 11 2 1126 129 170 1194 190 239
47 11 2 1201 129 0 1270 190 68
48 12 2 1270 129 0 1345 215 85
