Utilizacion 71.183023 VolCajasEmpacado 94.126840 Duracion[s] 60.009000 Iteraciones 6919
0 6 0 0 0 0 123 82 118
1 6 0 0 82 0 123 164 118
2 6 0 0 0 118 123 82 236
3 6 0 0 82 118 123 164 236
4 17 0 0 164 0 70 220 71
5 17 0 0 164 71 70 220 142
6 17 0 0 164 142 70 220 213
7 0 0 0 164 213 89 208 228
8 0 0 0 220 0 89 235 44
9 0 0 0 220 44 89 235 88
10 0 0 0 220 88 89 235 132
11 0 0 0 220 132 89 235 176
12 0 0 0 220 176 89 235 220
13 0 0 0 164 228 89 208 243
14 19 0 70 164 0 101 191 31
15 19 0 70 191 0 101 218 31
16 0 0 70 164 31 159 179 75
17 0 0 70 179 31 159 194 75
18 0 0 70 194 31 159 209 75
19 0 0 70 164 75 159 179 119
20 0 0 70 179 75 159 194 119
21 0 0 70 194 75 159 209 119
22 0 0 70 164 119 159 179 163
23 0 0 70 179 119 159 194 163
24 0 0 70 194 119 159 209 163
25 0 0 70 164 163 159 179 207
26 0 0 70 179 163 159 194 207
27 0 0 70 194 163 159 209 207
28 12 0 89 164 207 169 224 244
29 0 0 89 218 0 178 233 44
30 0 0 178 218 0 267 233 44
31 0 0 267 218 0 356 233 44
32 0 0 356 218 0 445 233 44
33 0 0 445 218 0 534 233 44
34 0 0 89 218 44 178 233 88
35 0 0 178 218 44 267 233 88
36 0 0 267 218 44 356 233 88
37 0 0 356 218 44 445 233 88
38 0 0 445 218 44 534 233 88
39 0 0 89 218 88 178 233 132
40 0 0 178 218 88 267 233 132
41 0 0 267 218 88 356 233 132
42 0 0 356 218 88 445 233 132
43 0 0 445 218 88 534 233 132
44 0 0 89 218 132 178 233 176
45 0 0 178 218 132 267 233 176
46 0 0 267 218 132 356 233 176
47 0 0 356 218 132 445 233 176
48 0 0 445 218 132 534 233 176
49 0 0 89 224 176 178 239 220
50 11 0 123 0 0 235 70 71
51 11 0 123 70 0 235 140 71
52 11 0 123 0 71 235 70 142
53 11 0 123 70 71 235 140 142
54 11 0 123 0 142 235 70 213
55 11 0 123 70 142 235 140 213
56 16 0 123 0 213 183 80 231
57 16 0 183 0 213 243 80 231
58 12 0 169 140 176 206 220 236
59 12 0 206 140 176 243 220 236
60 12 0 243 140 176 280 220 236
61 12 0 280 140 176 317 220 236
62 12 0 317 140 176 354 220 236
63 3 0 354 0 176 494 112 213
64 3 0 354 112 176 494 224 213
65 1 0 354 0 213 544 220 238
66 10 0 159 140 0 271 177 70
67 10 0 271 140 0 383 177 70
68 10 0 159 177 0 271 214 70
69 10 0 271 177 0 383 214 70
70 10 0 159 140 70 271 177 140
71 10 0 271 140 70 383 177 140
72 10 0 159 177 70 271 214 140
73 10 0 271 177 70 383 214 140
74 14 0 159 140 140 239 200 175
75 14 0 239 140 140 319 200 175
76 17 0 235 0 0 305 56 71
77 17 0 235 56 0 305 112 71
78 17 0 235 0 71 305 56 142
79 17 0 235 56 71 305 112 142
80 18 0 494 0 176 550 70 213
81 18 0 494 70 176 550 140 213
82 11 0 235 0 142 347 70 213
83 11 0 235 70 142 347 140 213
84 8 0 305 0 0 385 120 71
85 8 0 385 0 0 465 120 71
86 8 0 465 0 0 545 120 71
87 8 0 545 0 0 625 120 71
88 8 0 625 0 0 705 120 71
89 8 0 305 0 71 385 120 142
90 8 0 385 0 71 465 120 142
91 8 0 465 0 71 545 120 142
92 8 0 545 0 71 625 120 142
93 8 0 625 0 71 705 120 142
94 1 0 347 0 142 567 190 167
95 15 0 383 120 0 443 200 71
96 15 0 443 120 0 503 200 71
97 17 0 383 120 71 439 190 142
98 13 0 503 120 0 563 202 83
99 4 0 534 120 83 644 234 141
100 7 0 544 140 167 625 235 245
101 7 0 625 140 167 706 235 245
102 7 0 706 140 167 787 235 245
103 4 0 550 0 167 664 110 225
104 3 0 563 120 0 703 232 37
105 3 0 563 120 37 703 232 74
106 13 0 644 120 74 726 180 157
107 9 0 664 0 142 744 120 240
108 5 0 705 0 0 819 110 106
109 5 0 726 110 0 832 220 114
110 5 0 832 110 0 938 220 114
111 5 0 938 110 0 1044 220 114
112 5 0 1044 110 0 1150 220 114
113 2 0 787 0 114 929 154 243
114 20 1 787 154 114 907 234 180
115 20 1 819 0 0 939 80 66
116 20 1 907 154 114 1027 234 180
117 20 1 929 0 114 1009 120 180
118 21 1 1009 0 0 1123 110 195
119 21 1 1123 0 0 1237 110 195
120 23 2 1027 110 114 1164 236 180
121 22 2 1164 110 0 1346 226 167
