Utilizacion 78.893692 VolCajasEmpacado 19.440958 Duracion[s] 35.176000 Iteraciones 878
0 17 0 0 0 0 168 155 195
1 17 0 168 0 0 336 155 195
2 17 0 336 0 0 504 155 195
3 17 0 504 0 0 672 155 195
4 7 0 0 155 0 45 196 46
5 10 0 0 196 0 46 234 42
6 18 0 0 196 42 12 233 44
7 11 0 0 0 195 41 43 231
8 11 0 0 43 195 41 86 231
9 11 0 0 86 195 41 129 231
10 11 0 0 129 195 41 172 231
11 14 0 0 0 231 50 22 233
12 11 0 41 22 195 84 63 231
13 11 0 84 22 195 127 63 231
14 11 0 127 22 195 170 63 231
15 11 0 170 22 195 213 63 231
16 11 0 213 22 195 256 63 231
17 11 0 256 22 195 299 63 231
18 11 0 299 22 195 342 63 231
19 11 0 342 22 195 385 63 231
20 11 0 385 22 195 428 63 231
21 11 0 428 22 195 471 63 231
22 11 0 41 63 195 84 104 231
23 11 0 84 63 195 127 104 231
24 11 0 127 63 195 170 104 231
25 11 0 170 63 195 213 104 231
26 11 0 213 63 195 256 104 231
27 11 0 256 63 195 299 104 231
28 11 0 299 63 195 342 104 231
29 11 0 342 63 195 385 104 231
30 11 0 385 63 195 428 104 231
31 11 0 428 63 195 471 104 231
32 11 0 41 104 195 84 145 231
33 11 0 84 104 195 127 145 231
34 11 0 127 104 195 170 145 231
35 11 0 170 104 195 213 145 231
36 11 0 213 104 195 256 145 231
37 11 0 256 104 195 299 145 231
38 11 0 299 104 195 342 145 231
39 11 0 342 104 195 385 145 231
40 11 0 385 104 195 428 145 231
41 11 0 428 104 195 471 145 231
42 11 0 471 0 195 514 41 231
43 7 0 0 172 46 45 213 92
44 7 0 0 172 92 45 213 138
45 7 0 0 172 138 45 213 184
46 7 0 0 172 184 45 213 230
47 7 0 45 155 0 90 196 46
48 7 0 45 155 46 90 196 92
49 7 0 45 155 92 90 196 138
50 7 0 45 155 138 90 196 184
51 7 0 45 155 184 90 196 230
52 11 0 471 41 195 514 82 231
53 0 0 471 82 195 551 162 230
54 12 0 514 0 195 585 71 215
55 2 0 90 155 0 151 215 54
56 2 0 90 155 54 151 215 108
57 2 0 90 155 108 151 215 162
58 7 0 90 155 162 136 200 203
59 7 0 151 155 0 196 196 46
60 7 0 151 155 46 197 200 87
61 2 0 151 155 87 205 215 148
62 2 0 151 155 148 205 215 209
63 9 0 205 155 0 282 222 74
64 9 0 282 155 0 359 222 74
65 9 0 359 155 0 436 222 74
66 9 0 205 155 74 282 222 148
67 9 0 282 155 74 359 222 148
68 9 0 359 155 74 436 222 148
69 9 0 205 155 148 282 222 222
70 9 0 282 155 148 359 222 222
71 9 0 359 155 148 436 222 222
72 2 0 436 162 0 496 216 61
73 2 0 496 162 0 556 216 61
74 2 0 556 162 0 616 216 61
75 2 0 616 162 0 676 216 61
76 2 0 676 162 0 736 216 61
77 2 0 736 162 0 796 216 61
78 2 0 796 162 0 856 216 61
79 2 0 856 162 0 916 216 61
80 6 0 436 162 61 484 211 104
81 8 0 436 162 104 513 229 173
82 7 0 436 162 173 482 207 214
83 7 0 482 162 173 528 207 214
84 5 0 528 162 61 630 228 189
85 7 0 528 162 189 574 203 234
86 7 0 574 162 189 620 203 234
87 7 0 630 155 61 671 201 106
88 7 0 630 155 106 671 201 151
89 7 0 630 155 151 671 201 196
90 9 0 671 155 61 738 232 135
91 7 0 671 155 135 712 200 181
92 7 0 671 155 181 712 200 227
93 7 0 672 0 0 713 46 45
94 7 0 672 0 45 713 46 90
95 7 0 672 0 90 713 46 135
96 7 0 672 0 135 713 46 180
97 7 0 672 0 180 713 46 225
98 15 0 672 46 0 773 152 92
99 15 0 672 46 92 773 152 184
100 1 0 672 46 184 727 104 233
101 7 0 672 104 184 713 150 229
102 7 0 712 152 135 757 193 181
103 7 0 712 193 135 757 234 181
104 7 0 712 152 181 757 193 227
105 7 0 712 193 181 757 234 227
106 7 0 713 0 0 759 45 41
107 7 0 713 0 41 759 45 82
108 7 0 713 0 82 759 45 123
109 7 0 713 0 123 759 45 164
110 7 0 713 0 164 759 45 205
111 7 0 713 104 184 758 150 225
112 7 0 727 45 184 773 86 229
113 3 0 757 152 61 877 212 142
114 7 0 757 152 142 803 193 187
115 7 0 757 152 187 803 193 232
116 7 0 759 0 0 800 45 46
117 7 0 759 0 46 800 45 92
118 7 0 759 0 92 800 45 138
119 7 0 759 0 138 800 45 184
120 7 0 759 0 184 800 45 230
121 15 0 773 45 0 874 151 92
122 7 0 773 45 92 814 91 137
123 7 0 773 45 137 814 91 182
124 16 0 814 0 92 928 109 232
125 15 0 803 109 142 909 210 234
126 16 0 916 109 0 1056 223 109
127 16 0 916 109 109 1056 223 218
128 15 0 928 0 0 1034 101 92
129 15 0 928 0 92 1034 101 184
130 13 0 1034 0 0 1113 77 69
131 15 0 1034 0 69 1135 106 161
132 9 0 1034 0 161 1101 77 235
133 9 0 1101 0 161 1168 77 235
134 15 0 1056 106 0 1157 212 92
135 4 0 1056 106 92 1120 174 149
136 33 1 0 234 0 13 235 25
137 35 1 909 77 232 924 121 234
138 32 1 757 223 0 777 235 1
139 38 1 757 223 1 779 225 57
140 39 1 909 121 218 935 192 221
141 31 1 779 223 0 812 235 2
142 34 1 909 192 218 923 223 219
143 37 1 909 121 221 928 185 223
144 36 1 909 121 223 925 161 225
145 20 1 1056 77 161 1116 131 222
146 20 1 1056 131 149 1116 192 203
147 40 1 1056 131 203 1090 168 233
148 40 1 1090 131 203 1124 168 233
149 40 1 1056 168 203 1090 205 233
150 40 1 1090 168 203 1124 205 233
151 40 1 1116 77 161 1150 114 191
152 40 1 1116 77 191 1150 114 221
153 44 1 1124 114 92 1173 168 147
154 44 1 1124 168 92 1173 222 147
155 44 1 1124 114 147 1173 168 202
156 44 1 1124 168 147 1173 222 202
157 30 1 1124 114 202 1164 151 235
158 30 1 1124 151 202 1164 188 235
159 30 1 1124 188 202 1164 225 235
