Utilizacion 66.666667 VolCajasEmpacado 100.000000 Duracion[s] 0.075000 Iteraciones 28
0 0 0 0 0 0 3 2 4
1 0 0 0 2 0 3 4 4
2 0 0 0 4 0 3 6 4
3 0 0 0 0 4 3 2 8
4 0 0 0 2 4 3 4 8
5 0 0 0 4 4 3 6 8
6 2 0 0 0 8 2 2 10
7 2 0 0 2 8 2 4 10
8 2 0 0 4 8 2 6 10
9 1 0 0 6 0 4 8 2
10 1 0 0 8 0 4 10 2
11 2 0 0 6 2 2 8 4
12 2 0 0 8 2 2 10 4
13 2 0 0 6 4 2 8 6
14 2 0 0 8 4 2 10 6
15 2 0 0 6 6 2 8 8
16 2 0 0 8 6 2 10 8
17 2 0 0 6 8 2 8 10
18 2 0 0 8 8 2 10 10
19 1 0 2 0 8 4 4 10
20 2 0 2 4 8 4 6 10
21 2 0 2 6 2 4 8 4
22 2 0 2 8 2 4 10 4
23 2 0 2 6 4 4 8 6
24 2 0 2 8 4 4 10 6
25 2 0 2 6 6 4 8 8
26 2 0 2 8 6 4 10 8
27 2 0 2 6 8 4 8 10
28 2 0 2 8 8 4 10 10
29 2 0 4 0 0 6 2 2
30 2 0 4 0 2 6 2 4
31 4 1 6 0 0 8 4 2
32 4 1 6 0 2 8 4 4
33 4 1 6 0 4 8 4 6
34 3 1 6 0 6 8 3 10
35 5 1 6 3 6 8 5 8
36 5 1 6 3 8 8 5 10
37 5 1 6 5 0 8 7 2
38 5 1 6 7 0 8 9 2
39 5 1 6 5 2 8 7 4
40 5 1 6 7 2 8 9 4
41 5 1 6 5 4 8 7 6
42 5 1 6 7 4 8 9 6
43 5 1 6 5 6 8 7 8
44 5 1 6 7 6 8 9 8
45 5 1 6 5 8 8 7 10
46 5 1 6 7 8 8 9 10
47 5 1 8 0 0 10 2 2
48 5 1 8 0 2 10 2 4
49 5 1 8 0 4 10 2 6
50 5 1 8 0 6 10 2 8
51 4 1 8 0 8 10 4 10
52 3 1 8 4 0 11 6 4
53 3 1 8 6 0 11 8 4
54 3 1 8 8 0 11 10 4
55 5 1 8 4 4 10 6 6
56 5 1 8 6 4 10 8 6
57 5 1 8 8 4 10 10 6
58 3 1 8 4 6 11 6 10
59 5 1 8 6 6 10 8 8
60 5 1 8 6 8 10 8 10
61 5 1 8 8 6 10 10 8
62 5 1 8 8 8 10 10 10
63 6 2 11 0 0 13 3 4
64 6 2 11 3 0 13 6 4
65 6 2 11 6 0 13 9 4
66 8 2 11 0 4 13 2 6
67 8 2 11 2 4 13 4 6
68 8 2 11 4 4 13 6 6
69 8 2 11 6 4 13 8 6
70 8 2 11 8 4 13 10 6
71 8 2 11 0 6 13 2 8
72 8 2 11 2 6 13 4 8
73 8 2 11 4 6 13 6 8
74 8 2 11 6 6 13 8 8
75 8 2 11 8 6 13 10 8
76 7 2 11 0 8 15 2 10
77 8 2 11 2 8 13 4 10
78 8 2 11 4 8 13 6 10
79 8 2 11 6 8 13 8 10
80 8 2 11 8 8 13 10 10
81 8 2 13 2 0 15 4 2
82 8 2 13 4 0 15 6 2
83 8 2 13 6 0 15 8 2
84 8 2 13 8 0 15 10 2
85 8 2 13 2 2 15 4 4
86 8 2 13 4 2 15 6 4
87 8 2 13 6 2 15 8 4
88 8 2 13 8 2 15 10 4
