Utilizacion 79.898257 VolCajasEmpacado 80.972375 Duracion[s] 60.008000 Iteraciones 887
0 16 0 0 0 0 30 70 41
1 16 0 0 70 0 30 140 41
2 16 0 0 0 41 30 70 82
3 16 0 0 70 41 30 140 82
4 16 0 0 0 82 30 70 123
5 16 0 0 70 82 30 140 123
6 16 0 0 0 123 30 70 164
7 16 0 0 70 123 30 140 164
8 16 0 0 0 164 30 70 205
9 16 0 0 70 164 30 140 205
10 12 0 0 140 0 44 232 40
11 12 0 44 140 0 88 232 40
12 12 0 88 140 0 132 232 40
13 8 0 0 140 40 90 200 100
14 8 0 0 140 100 90 200 160
15 8 0 0 140 160 90 200 220
16 15 0 0 200 40 104 230 95
17 15 0 0 200 95 104 230 150
18 15 0 0 200 150 104 230 205
19 5 0 30 0 0 128 68 99
20 5 0 30 68 0 128 136 99
21 2 0 30 0 99 113 113 175
22 0 0 30 0 175 74 42 219
23 0 0 74 0 175 118 42 219
24 9 0 30 42 175 118 130 218
25 6 0 90 136 40 158 198 113
26 6 0 90 136 113 158 198 186
27 14 0 90 130 186 140 198 217
28 5 0 128 0 0 227 98 68
29 5 0 128 0 68 227 98 136
30 5 0 128 0 136 227 98 204
31 13 0 128 98 0 201 130 42
32 13 0 201 98 0 274 130 42
33 13 0 274 98 0 347 130 42
34 18 0 128 98 42 242 129 71
35 18 0 128 98 71 242 129 100
36 18 0 128 98 100 242 129 129
37 18 0 128 98 129 242 129 158
38 18 0 128 98 158 242 129 187
39 18 0 128 98 187 242 129 216
40 14 0 132 198 0 200 229 50
41 17 0 104 198 50 190 227 86
42 17 0 104 198 86 190 227 122
43 17 0 104 198 122 190 227 158
44 17 0 104 198 158 190 227 194
45 5 0 158 130 0 257 198 98
46 6 0 158 129 98 231 197 160
47 11 0 158 129 160 237 170 213
48 11 0 190 170 160 269 223 201
49 3 0 227 0 0 325 94 74
50 19 0 227 0 74 323 91 102
51 19 0 227 0 102 323 91 130
52 19 0 227 0 130 323 91 158
53 19 0 227 0 158 323 91 186
54 19 0 227 0 186 323 91 214
55 17 0 242 94 42 328 123 78
56 17 0 242 94 78 328 123 114
57 7 0 242 91 114 357 151 199
58 11 0 269 151 0 322 192 79
59 11 0 269 192 0 322 233 79
60 11 0 269 151 79 322 192 158
61 11 0 269 192 79 322 233 158
62 6 0 269 151 158 342 219 220
63 1 0 325 0 0 415 79 100
64 4 0 323 0 100 415 89 173
65 19 0 323 0 173 419 91 201
66 1 0 342 151 0 432 230 100
67 1 0 342 151 100 432 230 200
68 7 0 357 91 0 472 151 85
69 7 0 357 91 85 472 151 170
70 10 0 357 91 170 461 151 196
71 10 0 419 0 0 523 60 26
72 10 0 419 0 26 523 60 52
73 10 0 419 0 52 523 60 78
74 10 0 419 0 78 523 60 104
75 10 0 419 0 104 523 60 130
76 10 0 419 0 130 523 60 156
77 10 0 419 0 156 523 60 182
78 19 0 419 0 182 515 91 210
79 6 0 432 151 0 505 213 68
80 6 0 432 151 68 494 224 136
81 6 0 432 151 136 494 224 204
82 7 0 472 91 0 587 151 85
83 7 0 472 91 85 587 151 170
84 0 0 494 91 170 538 133 214
85 0 0 538 91 170 582 133 214
86 0 0 505 151 0 547 195 44
87 0 0 505 151 44 547 195 88
88 4 0 494 151 88 586 224 177
89 9 0 494 133 177 582 221 220
90 7 0 523 0 0 583 85 115
