Utilizacion 73.301650 VolCajasEmpacado 74.200581 Duracion[s] 60.018000 Iteraciones 2154
0 6 0 0 0 0 47 98 53
1 6 0 0 0 53 47 98 106
2 11 0 0 98 0 74 138 30
3 11 0 0 138 0 74 178 30
4 4 0 0 0 106 68 63 166
5 4 0 0 63 106 68 126 166
6 12 0 0 178 0 33 217 27
7 12 0 33 178 0 66 217 27
8 5 0 0 0 166 74 95 217
9 1 0 0 95 166 47 137 191
10 10 0 0 178 27 61 215 59
11 0 0 0 95 191 85 128 217
12 3 0 0 137 59 60 230 135
13 8 0 0 137 135 84 231 170
14 8 0 0 137 170 84 231 205
15 4 0 74 0 0 134 63 68
16 4 0 134 0 0 194 63 68
17 4 0 194 0 0 254 63 68
18 7 0 74 0 68 190 78 105
19 2 0 74 0 105 144 89 205
20 9 0 84 128 0 181 194 32
21 13 0 84 128 32 174 216 67
22 22 1 144 0 105 183 27 138
23 22 1 144 0 138 183 27 171
24 22 1 144 0 171 183 27 204
25 19 1 84 128 67 123 200 143
26 19 1 84 128 143 123 200 219
27 24 1 84 200 67 131 225 109
28 24 1 84 200 109 126 225 156
29 21 1 84 200 156 121 232 217
30 23 1 85 89 0 170 115 33
31 15 1 123 89 67 189 182 138
32 15 1 123 89 138 189 182 209
33 14 1 131 182 67 205 233 162
34 16 1 144 27 105 220 87 198
35 20 1 189 87 0 273 181 35
36 18 1 220 0 68 277 65 154
37 17 1 220 0 154 280 68 217
38 20 1 189 87 35 283 171 70
39 37 2 121 200 162 206 233 188
40 36 2 121 200 188 160 233 215
41 35 2 160 182 188 234 222 218
42 26 2 189 87 70 282 178 138
43 26 2 189 87 138 282 178 206
44 38 2 234 181 0 310 220 72
45 38 2 234 181 72 310 220 144
46 38 2 234 181 144 310 220 216
47 30 2 280 0 0 378 47 53
48 25 2 280 0 53 369 70 153
49 31 2 280 0 153 333 46 218
50 31 2 282 46 153 335 92 218
51 29 2 283 92 0 378 166 51
52 29 2 378 92 0 473 166 51
53 29 2 473 92 0 568 166 51
54 28 2 283 92 51 340 178 116
55 28 2 335 0 153 392 86 218
56 25 2 282 92 116 352 181 216
57 27 2 352 166 0 445 232 71
58 32 2 352 86 51 468 164 88
59 32 2 352 86 88 468 164 125
60 26 2 352 86 125 443 154 218
61 34 2 392 0 0 486 84 35
62 33 2 486 0 0 576 88 35
63 39 3 310 181 71 405 232 145
64 39 3 310 181 145 405 232 219
65 51 3 392 0 35 425 85 61
66 51 3 425 0 35 458 85 61
67 42 3 405 164 71 476 230 164
68 40 3 392 0 61 481 70 161
69 45 3 405 154 164 451 219 217
70 43 3 392 0 161 478 65 218
71 50 3 443 70 125 476 109 152
72 50 3 443 70 152 476 109 179
73 49 3 443 65 179 473 139 219
74 44 3 473 109 51 571 156 104
75 47 3 476 70 104 560 164 139
76 47 3 476 70 139 560 164 174
77 47 3 476 70 174 560 164 209
78 48 3 476 166 0 573 232 32
79 48 3 476 166 32 573 232 64
80 41 3 476 164 64 569 232 155
81 41 3 481 0 35 574 68 126
82 41 3 481 0 126 574 68 217
