Utilizacion 74.596625 VolCajasEmpacado 75.484354 Duracion[s] 60.014000 Iteraciones 2234
0 2 0 0 0 0 39 40 43
1 2 0 0 0 43 39 40 86
2 2 0 0 0 86 39 40 129
3 2 0 0 0 129 39 40 172
4 2 0 0 0 172 39 40 215
5 2 0 0 40 0 39 83 40
6 2 0 39 40 0 78 83 40
7 1 0 0 83 0 47 146 67
8 1 0 47 83 0 94 146 67
9 1 0 94 83 0 141 146 67
10 1 0 141 83 0 188 146 67
11 0 0 0 40 67 40 137 143
12 0 0 0 40 143 40 137 219
13 0 0 0 146 0 97 222 40
14 3 1 0 146 40 40 189 79
15 3 1 0 189 40 40 232 79
16 5 1 0 137 79 63 184 146
17 5 1 0 184 79 63 231 146
18 5 1 0 137 146 67 184 209
19 5 1 0 184 146 67 231 209
20 5 1 67 146 40 114 213 103
21 5 1 67 146 103 114 213 166
22 4 1 39 0 0 136 40 76
23 4 1 39 0 76 136 40 152
24 4 1 40 40 67 116 137 107
25 4 1 40 40 107 116 137 147
26 4 1 40 40 147 116 137 187
27 4 1 114 146 0 211 222 40
28 4 1 114 146 40 211 222 80
29 4 1 114 146 80 211 222 120
30 4 1 114 146 120 211 222 160
31 8 2 39 0 152 82 40 191
32 6 2 67 137 166 130 204 213
33 8 2 82 0 152 125 40 191
34 7 2 116 40 67 156 137 143
35 7 2 116 40 143 156 137 219
36 6 2 130 137 160 193 204 207
37 6 2 156 0 0 203 67 63
38 6 2 203 0 0 250 67 63
39 6 2 250 0 0 297 67 63
40 6 2 297 0 0 344 67 63
41 10 3 136 0 63 233 40 139
42 10 3 233 0 63 330 40 139
43 10 3 136 0 139 233 40 215
44 10 3 233 0 139 330 40 215
45 10 3 156 40 67 196 137 143
46 11 3 156 40 143 219 87 210
47 11 3 156 87 143 219 134 210
48 11 3 219 40 63 282 87 130
49 11 3 219 40 130 282 87 197
50 9 3 282 40 63 325 79 103
51 9 3 282 40 103 325 79 143
52 9 3 282 40 143 325 79 183
53 11 3 211 134 0 258 201 63
54 14 4 211 134 63 278 197 110
55 13 4 211 134 110 251 231 186
56 13 4 219 87 0 316 127 76
57 13 4 219 87 76 316 127 152
58 12 4 219 87 152 262 126 192
59 14 4 251 127 110 298 194 173
60 14 4 251 126 173 318 189 220
61 12 4 262 87 152 305 126 192
62 12 4 278 194 0 321 233 40
63 12 4 321 194 0 364 233 40
64 13 4 298 189 40 395 229 116
65 15 5 298 189 116 337 232 156
66 15 5 298 189 156 337 232 196
67 16 5 316 79 0 379 126 67
68 16 5 379 79 0 442 126 67
69 16 5 442 79 0 505 126 67
70 16 5 505 79 0 568 126 67
71 16 5 316 79 67 379 126 134
72 15 5 316 79 134 356 118 177
73 15 5 316 79 177 356 118 220
74 15 5 318 126 0 357 169 40
75 17 5 344 0 0 441 76 40
76 17 5 344 0 40 441 76 80
77 17 5 344 0 80 441 76 120
78 17 5 344 0 120 441 76 160
79 17 5 344 0 160 441 76 200
80 20 6 318 126 40 365 189 107
81 20 6 318 126 107 365 189 174
82 18 6 318 118 174 361 157 214
83 18 6 337 189 116 377 228 159
84 18 6 337 189 159 377 228 202
85 18 6 356 76 134 396 115 177
86 18 6 356 76 177 396 115 220
87 18 6 365 126 0 405 169 39
88 18 6 365 126 39 405 169 78
89 20 6 365 126 78 432 189 125
90 20 6 365 126 125 432 189 172
91 20 6 365 126 172 432 189 219
92 19 6 395 189 0 492 229 76
93 19 6 395 189 76 492 229 152
94 20 6 396 76 67 463 123 130
95 19 6 396 76 130 493 116 206
96 20 6 432 126 0 499 189 47
97 19 6 432 126 47 529 166 123
98 19 6 432 126 123 529 166 199
99 21 7 377 189 152 416 232 192
100 21 7 416 189 152 456 232 191
101 23 7 456 166 152 523 213 215
102 23 7 441 0 0 488 67 63
103 23 7 441 0 63 488 67 126
104 23 7 441 0 126 488 67 189
105 22 7 488 0 0 585 76 40
106 22 7 488 0 40 585 76 80
107 22 7 488 0 80 585 76 120
108 22 7 488 0 120 585 76 160
109 22 7 488 0 160 585 76 200
110 23 7 493 76 67 560 123 130
111 21 7 493 76 130 533 115 173
112 21 7 533 76 130 573 115 173
113 21 7 493 76 173 533 115 216
114 21 7 533 76 173 573 115 216
115 23 7 523 166 0 586 233 47
116 23 7 523 166 47 586 233 94
117 22 7 529 123 94 569 220 170
