Utilizacion 44.536526 VolCajasEmpacado 100.000000 Duracion[s] 0.012000 Iteraciones 1
0 2 0 0 0 0 55 49 55
1 2 0 0 0 55 55 49 110
2 2 0 0 0 110 55 49 165
3 2 0 0 0 165 55 49 220
4 3 0 0 49 0 92 144 82
5 3 0 92 49 0 184 144 82
6 2 0 0 49 82 55 98 137
7 2 0 55 49 82 110 98 137
8 0 0 0 49 137 37 89 170
9 1 0 0 144 0 49 188 50
10 4 1 0 188 0 46 233 41
11 6 1 49 144 0 131 239 92
12 5 1 110 49 82 177 126 156
13 5 1 110 49 156 177 123 233
14 7 1 131 144 0 237 236 101
15 7 1 237 144 0 343 236 101
16 7 1 343 144 0 449 236 101
17 5 1 131 144 101 198 218 178
18 5 1 198 144 101 272 221 168
19 5 1 198 144 168 272 221 235
20 5 1 184 0 0 258 67 77
21 5 1 184 67 0 258 134 77
22 8 1 258 0 0 358 129 116
23 8 1 258 0 116 358 129 232
24 8 1 358 0 0 474 129 100
25 8 1 358 0 100 474 129 200
26 8 1 449 129 0 565 229 129
27 8 1 474 0 0 590 129 100
28 8 1 590 0 0 706 129 100
29 8 1 474 0 100 590 129 200
30 8 1 590 0 100 706 129 200
31 8 1 565 129 0 681 229 129
32 10 1 706 0 0 832 137 161
33 9 1 832 0 0 958 113 144
34 11 2 681 137 0 750 198 68
35 11 2 706 0 161 775 68 222
36 11 2 706 68 161 775 136 222
37 12 2 750 137 0 825 223 85
38 12 2 750 137 85 825 223 170
39 11 2 750 137 170 819 198 238
40 11 2 832 0 144 893 68 213
41 11 2 893 0 144 954 68 213
42 12 2 825 137 0 911 212 85
43 12 2 825 137 85 911 212 170
44 12 2 911 113 0 997 188 85
45 12 2 997 113 0 1083 188 85
46 12 2 1083 113 0 1169 188 85
47 12 2 1169 113 0 1255 188 85
48 12 2 1255 113 0 1341 188 85
