Utilizacion 59.642331 VolCajasEmpacado 60.496312 Duracion[s] 60.040000 Iteraciones 119
0 10 0 0 0 0 43 41 36
1 10 0 0 41 0 43 82 36
2 10 0 0 82 0 43 123 36
3 10 0 0 123 0 43 164 36
4 10 0 0 164 0 43 205 36
5 10 0 0 0 36 41 43 72
6 10 0 0 0 72 41 43 108
7 10 0 0 0 108 41 43 144
8 10 0 0 0 144 41 43 180
9 10 0 0 0 180 41 43 216
10 11 0 0 205 0 37 239 30
11 11 0 0 205 30 37 239 60
12 11 0 0 205 60 37 239 90
13 11 0 0 205 90 37 239 120
14 8 0 0 0 216 31 14 217
15 8 0 0 14 216 31 28 217
16 8 0 0 28 216 31 42 217
17 8 0 0 0 217 31 14 218
18 8 0 0 14 217 31 28 218
19 8 0 0 28 217 31 42 218
20 8 0 0 0 218 31 14 219
21 8 0 0 14 218 31 28 219
22 8 0 0 28 218 31 42 219
23 8 0 0 0 219 31 14 220
24 8 0 0 14 219 31 28 220
25 8 0 0 28 219 31 42 220
26 8 0 0 0 220 31 14 221
27 8 0 0 14 220 31 28 221
28 8 0 0 28 220 31 42 221
29 8 0 0 239 0 31 240 14
30 8 0 0 239 14 31 240 28
31 8 0 0 0 221 31 14 222
32 8 0 0 14 221 31 28 222
33 8 0 0 28 221 31 42 222
34 12 0 0 43 36 22 93 38
35 12 0 0 43 38 22 93 40
36 12 0 0 43 40 22 93 42
37 11 0 0 93 36 37 127 66
38 11 0 0 127 36 37 161 66
39 11 0 0 161 36 37 195 66
40 11 0 0 93 66 37 127 96
41 11 0 0 127 66 37 161 96
42 11 0 0 161 66 37 195 96
43 13 0 0 0 222 16 40 224
44 13 0 0 0 224 16 40 226
45 13 0 0 93 96 16 133 98
46 13 0 16 93 96 32 133 98
47 13 0 0 133 96 16 173 98
48 13 0 16 133 96 32 173 98
49 13 0 0 93 98 16 133 100
50 13 0 16 93 98 32 133 100
51 13 0 0 133 98 16 173 100
52 13 0 16 133 98 32 173 100
53 12 0 0 43 42 22 93 44
54 12 0 0 43 44 22 93 46
55 12 0 0 93 100 22 143 102
56 12 0 0 93 102 22 143 104
57 12 0 0 93 104 22 143 106
58 12 0 0 93 106 22 143 108
59 12 0 0 93 108 22 143 110
60 13 0 22 43 36 38 83 38
61 13 0 22 43 38 38 83 40
62 13 0 37 205 0 77 221 2
63 13 0 37 221 0 77 237 2
64 13 0 37 205 2 77 221 4
65 13 0 37 221 2 77 237 4
66 13 0 43 0 0 83 16 2
67 13 0 43 16 0 83 32 2
68 13 0 43 32 0 83 48 2
69 13 0 43 48 0 83 64 2
70 13 0 43 64 0 83 80 2
71 13 0 43 80 0 83 96 2
72 13 0 43 96 0 83 112 2
73 13 0 43 112 0 83 128 2
74 13 0 43 128 0 83 144 2
75 13 0 43 144 0 83 160 2
76 13 0 43 160 0 83 176 2
77 13 0 43 176 0 83 192 2
78 13 0 43 0 2 83 16 4
79 13 0 43 16 2 83 32 4
80 13 0 43 32 2 83 48 4
81 13 0 43 48 2 83 64 4
82 13 0 43 64 2 83 80 4
83 13 0 43 80 2 83 96 4
84 13 0 43 96 2 83 112 4
85 13 0 43 112 2 83 128 4
86 13 0 43 128 2 83 144 4
87 13 0 43 144 2 83 160 4
88 13 0 43 160 2 83 176 4
89 13 0 43 176 2 83 192 4
90 13 0 43 0 4 59 40 6
91 13 0 43 0 6 59 40 8
92 12 0 43 40 4 65 90 6
93 12 0 43 90 4 65 140 6
94 12 0 43 140 4 65 190 6
95 12 0 43 40 6 65 90 8
96 12 0 43 90 6 65 140 8
97 12 0 43 140 6 65 190 8
98 12 0 43 40 8 65 90 10
99 12 0 43 90 8 65 140 10
100 12 0 43 140 8 65 190 10
101 12 0 77 192 0 127 214 2
102 12 0 77 192 2 127 214 4
103 12 0 77 192 4 127 214 6
104 7 0 83 0 0 165 95 92
105 7 0 83 95 0 165 190 92
106 7 0 83 0 92 165 92 187
107 7 0 83 92 92 165 184 187
108 9 0 83 0 187 143 61 241
109 9 0 83 61 187 143 122 241
110 9 0 83 122 187 143 183 241
111 7 0 165 0 0 257 82 95
112 7 0 165 0 95 257 82 190
113 9 0 165 0 190 225 61 244
114 0 0 165 82 0 251 157 85
115 0 0 251 82 0 337 157 85
116 0 0 165 82 85 251 157 170
117 0 0 251 82 85 337 157 170
118 9 0 165 82 170 226 142 224
119 9 0 165 157 0 226 217 54
120 9 0 226 82 170 286 143 224
121 9 0 165 157 54 226 217 108
122 4 0 337 0 0 455 108 100
123 4 0 337 108 0 455 216 100
124 4 0 455 0 0 563 118 100
125 4 0 455 118 0 563 236 100
126 6 0 337 0 100 515 200 196
127 5 0 563 0 0 664 116 197
128 3 0 563 116 0 689 236 176
129 2 0 689 0 0 857 155 195
130 1 0 857 0 0 1028 180 163
131 1 0 1028 0 0 1208 171 163
132 16 1 563 0 197 603 37 230
133 16 1 563 37 197 603 74 230
134 16 1 563 74 197 603 111 230
135 16 1 603 0 197 640 40 230
136 16 1 603 40 197 640 80 230
137 16 1 689 0 195 729 37 228
138 16 1 729 0 195 769 37 228
139 16 1 769 0 195 809 37 228
140 16 1 809 0 195 849 37 228
141 16 1 689 37 195 729 74 228
142 15 1 857 0 163 943 85 238
143 15 1 857 85 163 943 170 238
144 15 1 943 0 163 1029 85 238
145 15 1 1029 0 163 1115 85 238
146 15 1 1115 0 163 1201 85 238
147 14 1 943 85 163 1020 159 230
148 15 1 1020 85 163 1105 171 238
149 15 1 1105 85 163 1190 171 238
150 14 1 1208 0 0 1282 77 67
151 14 1 1208 0 67 1282 77 134
152 14 1 1208 0 134 1282 77 201
153 17 1 1208 77 0 1346 213 197
