Utilizacion 83.333333 VolCajasEmpacado 100.000000 Duracion[s] 0.017000 Iteraciones 7
0 0 0 0 0 0 2 2 4
1 0 0 0 2 0 2 4 4
2 0 0 0 0 4 2 2 8
3 0 0 0 2 4 2 4 8
4 2 0 0 0 8 2 2 10
5 2 0 0 2 8 2 4 10
6 2 0 0 4 0 2 6 2
7 2 0 0 6 0 2 8 2
8 2 0 0 8 0 2 10 2
9 2 0 0 4 2 2 6 4
10 2 0 0 6 2 2 8 4
11 2 0 0 8 2 2 10 4
12 2 0 0 4 4 2 6 6
13 2 0 0 6 4 2 8 6
14 2 0 0 8 4 2 10 6
15 2 0 0 4 6 2 6 8
16 2 0 0 6 6 2 8 8
17 2 0 0 8 6 2 10 8
18 2 0 0 4 8 2 6 10
19 2 0 0 6 8 2 8 10
20 2 0 0 8 8 2 10 10
21 2 0 2 0 0 4 2 2
22 2 0 2 0 2 4 2 4
23 2 0 2 0 4 4 2 6
24 1 0 2 2 0 4 4 3
25 1 0 2 4 0 4 6 3
26 1 0 2 2 3 4 4 6
27 1 0 2 4 3 4 6 6
28 1 0 2 2 6 4 4 9
29 1 0 2 4 6 4 6 9
30 2 0 2 6 0 4 8 2
31 1 0 2 0 6 4 2 9
32 0 0 2 6 2 4 8 6
33 3 0 2 8 0 4 10 6
34 5 1 4 0 0 6 2 3
35 5 1 4 2 0 6 4 3
36 5 1 4 4 0 6 6 3
37 5 1 4 6 0 6 8 3
38 5 1 4 8 0 6 10 3
39 6 1 4 0 3 6 2 5
40 6 1 4 2 3 6 4 5
41 6 1 4 4 3 6 6 5
42 6 1 4 6 3 6 8 5
43 6 1 4 8 3 6 10 5
44 4 1 4 0 5 6 2 9
45 4 1 4 2 5 6 4 9
46 4 1 4 4 5 6 6 9
47 4 1 4 6 5 6 8 9
48 4 1 4 8 5 6 10 9
49 6 1 6 0 0 8 2 2
50 6 1 6 2 0 8 4 2
51 6 1 6 4 0 8 6 2
52 6 1 6 6 0 8 8 2
53 6 1 6 8 0 8 10 2
54 6 1 6 0 2 8 2 4
55 6 1 6 2 2 8 4 4
56 6 1 6 4 2 8 6 4
57 6 1 6 6 2 8 8 4
58 6 1 6 8 2 8 10 4
59 6 1 6 0 4 8 2 6
60 6 1 6 2 4 8 4 6
61 6 1 6 4 4 8 6 6
62 6 1 6 6 4 8 8 6
63 6 1 6 8 4 8 10 6
64 6 1 6 0 6 8 2 8
65 6 1 6 2 6 8 4 8
66 6 1 6 4 6 8 6 8
67 6 1 6 6 6 8 8 8
68 6 1 6 8 6 8 10 8
69 6 1 6 0 8 8 2 10
70 6 1 6 2 8 8 4 10
71 6 1 6 4 8 8 6 10
72 7 2 8 0 0 10 2 4
73 7 2 8 2 0 10 4 4
74 7 2 8 4 0 10 6 4
75 7 2 8 6 0 10 8 4
76 7 2 8 8 0 10 10 4
77 9 2 8 0 4 10 2 6
78 9 2 8 2 4 10 4 6
79 9 2 8 4 4 10 6 6
80 9 2 8 6 4 10 8 6
81 9 2 8 8 4 10 10 6
82 9 2 8 0 6 10 2 8
83 9 2 8 2 6 10 4 8
84 9 2 8 4 6 10 6 8
85 9 2 8 6 6 10 8 8
86 9 2 8 8 6 10 10 8
87 9 2 8 0 8 10 2 10
88 9 2 8 2 8 10 4 10
89 9 2 8 4 8 10 6 10
90 9 2 8 6 8 10 8 10
91 9 2 8 8 8 10 10 10
92 9 2 10 0 0 12 2 2
93 9 2 10 2 0 12 4 2
94 7 2 10 0 2 12 2 6
95 8 2 10 0 6 12 2 9
96 8 2 10 4 0 12 6 3
97 8 2 10 6 0 12 8 3
98 8 2 10 8 0 12 10 3
