Utilizacion 66.666667 VolCajasEmpacado 100.000000 Duracion[s] 0.040000 Iteraciones 23
0 0 0 0 0 0 2 5 2
1 0 0 0 5 0 2 10 2
2 0 0 0 0 2 2 5 4
3 0 0 0 5 2 2 10 4
4 0 0 0 0 4 2 5 6
5 0 0 0 5 4 2 10 6
6 0 0 0 0 6 2 5 8
7 0 0 0 5 6 2 10 8
8 2 0 0 0 8 2 4 10
9 0 0 0 4 8 2 9 10
10 3 0 2 0 0 5 5 3
11 3 0 2 5 0 5 10 3
12 1 0 2 0 3 4 3 6
13 1 0 2 0 6 4 3 9
14 1 0 2 3 3 5 5 6
15 7 1 5 0 0 10 3 3
16 7 1 5 0 3 10 3 6
17 6 1 5 3 0 7 7 2
18 7 1 5 3 2 8 8 5
19 7 1 5 3 5 8 8 8
20 4 1 5 8 0 10 10 2
21 4 1 5 8 2 10 10 4
22 5 1 5 0 0 7 3 3
23 4 1 5 0 3 7 5 5
24 7 1 5 5 0 10 8 3
25 4 1 5 0 5 7 5 7
26 4 1 5 0 7 7 5 9
27 4 1 5 5 3 10 7 5
28 4 1 5 7 3 10 9 5
29 4 1 5 5 5 10 7 7
30 4 1 5 7 5 10 9 7
31 9 2 10 0 0 12 4 2
32 8 2 10 4 0 12 9 2
33 8 2 10 0 2 12 5 4
34 8 2 10 0 4 12 5 6
35 8 2 10 5 2 12 10 4
36 8 2 10 0 6 12 5 8
37 8 2 10 0 8 12 5 10
38 8 2 10 5 4 12 10 6
39 8 2 10 5 6 12 10 8
40 10 2 12 0 0 15 5 3
