Utilizacion 41.497249 VolCajasEmpacado 100.000000 Duracion[s] 0.077000 Iteraciones 1
0 5 0 0 0 0 88 88 20
1 5 0 0 88 0 88 176 20
2 4 0 0 176 0 80 236 18
3 4 0 80 176 0 160 236 18
4 4 0 160 176 0 240 236 18
5 4 0 240 176 0 320 236 18
6 4 0 320 176 0 400 236 18
7 4 0 400 176 0 480 236 18
8 3 0 0 0 20 114 140 126
9 0 0 0 0 126 28 27 129
10 0 0 28 0 126 56 27 129
11 0 0 56 0 126 84 27 129
12 0 0 84 0 126 112 27 129
13 0 0 0 0 129 28 27 132
14 0 0 28 0 129 56 27 132
15 0 0 56 0 129 84 27 132
16 0 0 84 0 129 112 27 132
17 1 0 0 140 20 56 154 76
18 1 0 0 154 20 56 168 76
19 3 0 0 27 126 140 141 232
20 6 0 0 0 232 99 115 233
21 6 0 0 0 233 99 115 234
22 6 0 0 0 234 99 115 235
23 6 0 0 0 235 99 115 236
24 2 0 56 141 20 112 211 91
25 5 0 112 141 18 200 229 38
26 5 0 112 141 38 200 229 58
27 3 0 140 0 0 280 114 106
28 7 0 140 0 106 252 140 239
29 3 0 280 0 0 420 114 106
30 12 1 0 141 91 112 221 238
31 9 1 0 140 238 79 232 239
32 9 1 0 140 239 79 232 240
33 9 1 0 140 240 79 232 241
34 9 1 0 140 241 79 232 242
35 9 1 0 140 242 79 232 243
36 9 1 0 140 243 79 232 244
37 9 1 0 140 244 79 232 245
38 9 1 112 141 58 191 233 59
39 8 1 112 141 59 172 221 96
40 12 1 112 141 96 224 221 243
41 8 1 252 114 0 332 174 37
42 11 1 252 114 37 372 194 238
43 10 1 372 0 106 452 112 140
44 10 1 372 0 140 484 80 174
45 11 1 452 80 0 572 160 201
46 12 1 480 160 0 592 240 147
47 12 1 592 160 0 704 240 147
48 13 1 572 0 0 684 140 193
49 18 2 572 140 147 612 191 198
50 18 2 572 0 193 623 40 244
51 18 2 572 40 193 623 91 233
52 18 2 623 40 193 674 91 233
53 17 2 612 140 147 692 200 218
54 14 2 684 0 0 798 140 53
55 14 2 798 0 0 912 140 53
56 16 2 684 0 53 824 112 90
57 16 2 684 0 90 824 112 127
58 17 2 684 0 127 755 60 207
59 15 2 824 0 53 936 140 225
60 15 2 936 0 0 1076 112 172
