Utilizacion 79.942043 VolCajasEmpacado 92.251228 Duracion[s] 25.602000 Iteraciones 82
0 1 0 0 0 0 139 88 25
1 1 0 0 88 0 139 176 25
2 1 0 0 0 25 139 88 50
3 1 0 0 88 25 139 176 50
4 1 0 0 0 50 139 88 75
5 1 0 0 88 50 139 176 75
6 1 0 0 0 75 139 88 100
7 1 0 0 88 75 139 176 100
8 1 0 0 0 100 139 88 125
9 1 0 0 88 100 139 176 125
10 1 0 0 0 125 139 88 150
11 1 0 0 88 125 139 176 150
12 1 0 0 0 150 139 88 175
13 1 0 0 88 150 139 176 175
14 1 0 0 0 175 139 88 200
15 1 0 0 88 175 139 176 200
16 1 0 0 0 200 139 88 225
17 1 0 0 88 200 139 176 225
18 1 0 0 176 0 88 201 139
19 1 0 0 201 0 88 226 139
20 1 0 0 176 139 139 201 227
21 1 0 0 201 139 139 226 227
22 1 0 139 0 0 278 25 88
23 1 0 139 25 0 278 50 88
24 1 0 139 50 0 278 75 88
25 1 0 139 75 0 278 100 88
26 1 0 139 100 0 278 125 88
27 1 0 139 125 0 278 150 88
28 1 0 139 150 0 278 175 88
29 1 0 139 175 0 278 200 88
30 1 0 139 200 0 278 225 88
31 1 0 139 0 88 278 25 176
32 1 0 139 25 88 278 50 176
33 1 0 139 50 88 278 75 176
34 1 0 139 75 88 278 100 176
35 1 0 139 100 88 278 125 176
36 1 0 139 125 88 278 150 176
37 1 0 139 150 88 278 175 176
38 1 0 139 175 88 278 200 176
39 1 0 139 200 88 278 225 176
40 1 0 139 0 176 278 88 201
41 1 0 139 0 201 278 88 226
42 1 0 139 88 176 227 227 201
43 0 0 278 0 0 384 63 99
44 0 0 384 0 0 490 63 99
45 0 0 490 0 0 596 63 99
46 0 0 596 0 0 702 63 99
47 0 0 702 0 0 808 63 99
48 0 0 808 0 0 914 63 99
49 0 0 914 0 0 1020 63 99
50 0 0 1020 0 0 1126 63 99
51 0 0 278 63 0 384 126 99
52 0 0 384 63 0 490 126 99
53 0 0 490 63 0 596 126 99
54 0 0 596 63 0 702 126 99
55 0 0 702 63 0 808 126 99
56 0 0 808 63 0 914 126 99
57 0 0 914 63 0 1020 126 99
58 0 0 1020 63 0 1126 126 99
59 0 0 278 126 0 384 189 99
60 0 0 384 126 0 490 189 99
61 0 0 490 126 0 596 189 99
62 0 0 596 126 0 702 189 99
63 0 0 702 126 0 808 189 99
64 0 0 808 126 0 914 189 99
65 0 0 914 126 0 1020 189 99
66 0 0 1020 126 0 1126 189 99
67 3 1 227 88 176 290 126 226
68 3 1 227 126 176 290 164 226
69 3 1 227 164 176 290 202 226
70 2 1 227 202 176 252 227 214
71 2 1 252 202 176 277 227 214
72 4 1 278 0 99 506 40 163
73 4 1 278 0 163 506 40 227
74 2 1 278 202 0 303 227 38
75 2 1 303 202 0 328 227 38
76 2 1 328 202 0 353 227 38
77 2 1 353 202 0 378 227 38
78 2 1 378 202 0 403 227 38
79 2 1 403 202 0 428 227 38
80 2 1 428 202 0 453 227 38
81 2 1 453 202 0 478 227 38
82 2 1 478 202 0 503 227 38
83 2 1 503 202 0 528 227 38
84 2 1 528 202 0 553 227 38
85 2 1 553 202 0 578 227 38
86 2 1 578 202 0 603 227 38
87 2 1 603 202 0 628 227 38
88 2 1 628 202 0 653 227 38
89 2 1 653 202 0 678 227 38
90 2 1 678 202 0 703 227 38
91 2 1 703 202 0 728 227 38
92 2 1 728 202 0 753 227 38
93 2 1 753 202 0 778 227 38
94 2 1 778 202 0 803 227 38
95 2 1 803 202 0 828 227 38
96 2 1 828 202 0 853 227 38
97 2 1 853 202 0 878 227 38
98 2 1 878 202 0 903 227 38
99 2 1 903 202 0 928 227 38
100 2 1 928 202 0 953 227 38
101 2 1 953 202 0 978 227 38
102 2 1 978 202 0 1003 227 38
103 2 1 1003 202 0 1028 227 38
104 2 1 1028 202 0 1053 227 38
105 2 1 1053 202 0 1078 227 38
106 2 1 1078 202 0 1103 227 38
107 2 1 1103 202 0 1128 227 38
108 2 1 1128 202 0 1153 227 38
109 2 1 1153 202 0 1178 227 38
110 4 1 278 40 99 506 80 163
111 4 1 290 40 163 518 80 227
112 4 1 290 80 99 518 120 163
113 4 1 518 80 99 746 120 163
114 4 1 746 80 99 974 120 163
115 3 1 290 189 38 340 227 101
116 3 1 340 189 38 390 227 101
117 3 1 390 189 38 440 227 101
118 3 1 440 189 38 490 227 101
119 3 1 490 189 38 540 227 101
120 3 1 540 189 38 590 227 101
121 3 1 590 189 38 640 227 101
122 3 1 640 189 38 690 227 101
123 3 1 690 189 38 740 227 101
124 3 1 740 189 38 790 227 101
