Utilizacion 81.666667 VolCajasEmpacado 98.000000 Duracion[s] 60.000000 Iteraciones 42711
0 3 0 0 0 0 3 5 3
1 3 0 0 5 0 3 10 3
2 0 0 0 0 3 2 5 5
3 0 0 0 5 3 2 10 5
4 0 0 0 0 5 2 5 7
5 0 0 0 5 5 2 10 7
6 0 0 0 0 7 2 5 9
7 0 0 0 5 7 2 10 9
8 0 0 2 0 3 4 5 5
9 0 0 2 5 3 4 10 5
10 1 0 2 0 5 4 3 8
11 1 0 2 3 5 4 6 8
12 1 0 2 6 5 4 9 8
13 0 0 2 0 8 4 5 10
14 2 0 2 5 8 4 9 10
15 4 1 4 0 0 9 2 2
16 4 1 4 2 0 6 7 2
17 4 1 4 2 2 6 7 4
18 4 1 4 2 4 6 7 6
19 4 1 4 2 6 6 7 8
20 4 1 4 2 8 6 7 10
21 6 1 4 0 2 8 2 4
22 4 1 4 0 4 9 2 6
23 5 1 4 0 6 7 2 9
24 4 1 4 7 0 9 9 2
25 4 1 4 7 2 9 9 4
26 7 1 4 7 4 9 10 7
27 7 1 4 7 7 9 10 10
28 7 1 6 2 0 9 7 3
29 7 1 6 2 3 9 7 6
30 7 1 6 2 6 9 7 9
31 10 2 9 0 0 12 5 3
32 8 2 9 0 3 11 5 5
33 8 2 9 0 5 11 5 7
34 8 2 9 0 7 11 5 9
35 9 2 9 5 0 11 9 2
36 8 2 9 5 2 11 10 4
37 8 2 9 5 4 11 10 6
38 8 2 9 5 6 11 10 8
39 8 2 9 5 8 11 10 10
