Utilizacion 67.239083 VolCajasEmpacado 77.908316 Duracion[s] 55.047000 Iteraciones 1826
0 0 0 0 0 0 154 149 148
1 1 0 0 149 0 61 203 60
2 1 0 0 149 60 61 203 120
3 1 0 0 149 120 61 203 180
4 1 0 0 149 180 61 203 240
5 2 0 0 0 148 69 68 209
6 2 0 0 68 148 69 136 209
7 4 0 61 149 0 156 239 136
8 4 0 156 149 0 251 239 136
9 4 0 251 149 0 346 239 136
10 2 0 69 0 148 138 68 209
11 2 0 69 68 148 137 137 209
12 0 0 154 0 0 308 149 148
13 0 0 308 0 0 462 149 148
14 2 0 346 149 0 414 218 61
15 3 0 346 149 61 469 235 183
16 2 0 137 68 148 206 136 209
17 2 0 206 68 148 275 136 209
18 2 0 275 68 148 344 136 209
19 12 1 138 0 148 215 67 222
20 12 1 215 0 148 292 67 222
21 12 1 292 0 148 369 67 222
22 12 1 369 0 148 446 67 222
23 6 1 61 67 209 102 110 245
24 12 1 344 67 148 411 144 222
25 6 1 411 67 148 454 108 184
26 6 1 411 108 148 454 149 184
27 6 1 411 67 184 454 108 220
28 6 1 411 108 184 454 149 220
29 9 1 462 0 0 560 107 147
30 6 1 462 0 147 505 41 183
31 6 1 462 41 147 505 82 183
32 6 1 462 82 147 505 123 183
33 6 1 462 0 183 505 41 219
34 6 1 462 41 183 505 82 219
35 6 1 462 82 183 505 123 219
36 14 1 469 123 0 515 168 41
37 14 1 515 123 0 561 168 41
38 14 1 469 168 0 515 213 41
39 14 1 515 168 0 561 213 41
40 8 1 469 123 41 585 239 203
41 6 1 454 123 203 495 166 239
42 13 1 505 0 147 554 50 191
43 13 1 505 50 147 554 100 191
44 13 1 505 0 191 554 50 235
45 13 1 505 50 191 554 100 235
46 12 1 560 0 0 637 74 67
47 8 1 560 0 67 676 116 229
48 9 1 585 116 0 692 214 147
49 11 1 585 116 147 671 201 222
50 10 1 676 0 0 876 96 178
51 7 1 692 96 0 830 232 197
52 10 1 830 96 0 1030 192 178
53 10 1 1030 96 0 1230 192 178
54 10 1 876 0 0 1076 96 178
55 10 1 1076 0 0 1276 96 178
56 8 1 1230 96 0 1346 212 162
57 11 1 1230 96 162 1316 181 237
