Utilizacion 77.866561 VolCajasEmpacado 94.393451 Duracion[s] 60.007000 Iteraciones 4121
0 3 0 0 0 0 126 137 161
1 2 0 0 0 161 46 45 202
2 2 0 0 45 161 46 90 202
3 2 0 0 90 161 46 135 202
4 6 0 0 137 0 82 229 95
5 6 0 0 137 95 82 229 190
6 1 0 0 137 190 41 180 226
7 1 0 41 137 190 82 180 226
8 0 0 0 0 202 34 37 232
9 5 0 46 0 161 115 68 222
10 5 0 46 68 161 115 136 222
11 6 0 82 137 0 164 232 92
12 6 0 82 137 92 164 232 184
13 5 0 82 137 184 150 206 245
14 3 0 126 0 0 263 126 161
15 6 0 126 0 161 221 92 243
16 4 0 164 126 0 256 227 106
17 6 0 164 126 106 256 208 201
18 5 0 256 126 0 325 194 61
19 7 1 126 92 161 163 125 201
20 7 1 163 92 161 203 125 198
21 7 1 163 92 198 203 125 235
22 14 1 164 126 201 214 175 245
23 7 1 164 175 201 201 208 241
24 14 1 256 126 61 305 176 105
25 9 1 263 0 0 389 113 218
26 11 1 325 113 0 425 231 108
27 13 1 325 113 108 394 174 176
28 13 1 325 113 176 394 174 244
29 9 1 389 0 0 515 113 218
30 13 1 425 113 0 494 174 68
31 13 1 494 113 0 563 174 68
32 13 1 563 113 0 632 174 68
33 13 1 425 174 0 494 235 68
34 13 1 494 174 0 563 235 68
35 13 1 563 174 0 632 235 68
36 13 1 425 113 68 494 174 136
37 13 1 494 113 68 563 174 136
38 13 1 563 113 68 632 174 136
39 13 1 425 174 68 494 235 136
40 13 1 494 174 68 563 235 136
41 13 1 563 174 68 632 235 136
42 13 1 425 113 136 494 174 204
43 13 1 494 113 136 563 174 204
44 13 1 563 113 136 632 174 204
45 13 1 425 174 136 494 235 204
46 13 1 494 174 136 563 235 204
47 13 1 563 174 136 632 235 204
48 9 1 515 0 0 641 113 218
49 9 1 641 0 0 767 113 218
50 9 1 767 0 0 893 113 218
51 9 1 893 0 0 1019 113 218
52 9 1 1019 0 0 1145 113 218
53 8 1 632 113 0 745 239 144
54 8 1 745 113 0 858 239 144
55 13 1 632 113 144 701 174 212
56 13 1 632 174 144 701 235 212
57 13 1 701 113 144 762 182 212
58 12 1 762 113 144 854 219 245
59 10 1 858 113 0 974 214 197
60 11 1 974 113 0 1074 231 108
61 11 1 1074 113 0 1174 231 108
62 21 2 974 113 108 1029 162 163
63 21 2 1029 113 108 1084 162 163
64 19 2 974 162 108 1051 229 182
65 20 2 974 162 182 1035 216 242
66 18 2 1084 113 108 1158 190 175
67 18 2 1084 113 175 1158 190 242
68 16 2 1145 0 0 1240 82 92
69 16 2 1145 0 92 1240 82 184
70 19 2 1174 82 0 1241 159 74
71 19 2 1174 159 0 1241 236 74
72 19 2 1174 82 74 1241 159 148
73 19 2 1174 159 74 1241 236 148
74 19 2 1174 82 148 1241 159 222
75 19 2 1174 159 148 1241 236 222
76 19 2 1240 0 0 1307 77 74
77 19 2 1240 0 74 1307 77 148
78 19 2 1240 0 148 1307 77 222
79 17 2 1241 77 0 1316 163 85
80 17 2 1241 77 85 1316 163 170
81 19 2 1241 77 170 1308 154 244
82 17 2 1241 163 0 1327 238 85
83 17 2 1241 163 85 1327 238 170
84 19 2 1241 163 170 1318 230 244
