Utilizacion 66.666667 VolCajasEmpacado 100.000000 Duracion[s] 0.013000 Iteraciones 4
0 1 0 0 0 0 2 2 3
1 1 0 0 2 0 2 4 3
2 1 0 0 4 0 2 6 3
3 1 0 0 6 0 2 8 3
4 1 0 0 8 0 2 10 3
5 1 0 0 0 3 2 2 6
6 1 0 0 0 6 2 2 9
7 2 0 0 2 3 2 4 5
8 2 0 0 4 3 2 6 5
9 2 0 0 6 3 2 8 5
10 2 0 0 8 3 2 10 5
11 0 0 0 2 5 2 4 9
12 0 0 0 4 5 2 6 9
13 0 0 0 6 5 2 8 9
14 0 0 0 8 5 2 10 9
15 2 0 2 0 0 4 2 2
16 2 0 2 0 2 4 2 4
17 2 0 2 0 4 4 2 6
18 2 0 2 0 6 4 2 8
19 2 0 2 0 8 4 2 10
20 2 0 2 2 0 4 4 2
21 2 0 2 4 0 4 6 2
22 2 0 2 6 0 4 8 2
23 2 0 2 8 0 4 10 2
24 2 0 2 2 2 4 4 4
25 2 0 2 4 2 4 6 4
26 2 0 2 6 2 4 8 4
27 2 0 2 8 2 4 10 4
28 2 0 2 2 4 4 4 6
29 2 0 2 4 4 4 6 6
30 2 0 2 6 4 4 8 6
31 2 0 2 8 4 4 10 6
32 0 0 2 2 6 4 4 10
33 3 0 4 0 0 6 2 6
34 4 1 6 0 0 8 2 4
35 4 1 6 2 0 8 4 4
36 4 1 6 4 0 8 6 4
37 4 1 6 6 0 8 8 4
38 4 1 6 8 0 8 10 4
39 6 1 6 0 4 8 2 6
40 6 1 6 2 4 8 4 6
41 6 1 6 4 4 8 6 6
42 6 1 6 6 4 8 8 6
43 6 1 6 8 4 8 10 6
44 6 1 6 0 6 8 2 8
45 6 1 6 2 6 8 4 8
46 6 1 6 4 6 8 6 8
47 6 1 6 6 6 8 8 8
48 6 1 6 8 6 8 10 8
49 6 1 6 0 8 8 2 10
50 6 1 6 2 8 8 4 10
51 6 1 6 4 8 8 6 10
52 6 1 6 6 8 8 8 10
53 6 1 6 8 8 8 10 10
54 6 1 8 0 0 10 2 2
55 6 1 8 0 2 10 2 4
56 6 1 8 0 4 10 2 6
57 6 1 8 0 6 10 2 8
58 6 1 8 0 8 10 2 10
59 5 1 8 2 0 10 4 3
60 5 1 8 4 0 10 6 3
61 5 1 8 6 0 10 8 3
62 5 1 8 8 0 10 10 3
63 6 1 8 2 3 10 4 5
64 6 1 8 2 5 10 4 7
65 6 1 8 2 7 10 4 9
66 6 1 8 4 3 10 6 5
67 6 1 8 4 5 10 6 7
68 6 1 8 4 7 10 6 9
69 6 1 8 6 3 10 8 5
70 6 1 8 6 5 10 8 7
71 5 1 8 8 3 10 10 6
72 9 2 10 0 0 12 2 2
73 9 2 12 0 0 14 2 2
74 9 2 10 0 2 12 2 4
75 9 2 10 0 4 12 2 6
76 9 2 10 0 6 12 2 8
77 9 2 10 0 8 12 2 10
78 9 2 10 2 0 12 4 2
79 9 2 10 2 2 12 4 4
80 9 2 10 2 4 12 4 6
81 9 2 10 2 6 12 4 8
82 9 2 10 2 8 12 4 10
83 8 2 10 4 0 12 6 3
84 8 2 10 6 0 12 8 3
85 8 2 10 8 0 12 10 3
86 9 2 10 4 3 12 6 5
87 9 2 10 6 3 12 8 5
88 9 2 10 8 3 12 10 5
89 9 2 10 4 5 12 6 7
90 9 2 10 6 5 12 8 7
91 9 2 10 8 5 12 10 7
92 8 2 10 4 7 12 6 10
93 7 2 12 0 2 14 2 6
94 7 2 12 2 0 14 4 4
95 7 2 12 4 0 14 6 4
96 7 2 12 6 0 14 8 4
97 7 2 12 8 0 14 10 4
98 7 2 12 0 6 14 2 10
