Utilizacion 81.175329 VolCajasEmpacado 83.313890 Duracion[s] 60.034000 Iteraciones 1240
0 6 0 0 0 0 54 93 49
1 6 0 54 0 0 108 93 49
2 6 0 108 0 0 162 93 49
3 6 0 162 0 0 216 93 49
4 6 0 216 0 0 270 93 49
5 6 0 0 93 0 54 186 49
6 6 0 54 93 0 108 186 49
7 6 0 108 93 0 162 186 49
8 6 0 162 93 0 216 186 49
9 6 0 216 93 0 270 186 49
10 2 0 0 0 49 56 86 82
11 2 0 0 0 82 56 86 115
12 2 0 0 0 115 56 86 148
13 2 0 0 0 148 56 86 181
14 2 0 0 0 181 56 86 214
15 5 0 0 186 0 48 232 58
16 5 0 48 186 0 96 232 58
17 5 0 96 186 0 144 232 58
18 5 0 144 186 0 192 232 58
19 5 0 192 186 0 240 232 58
20 5 0 240 186 0 288 232 58
21 8 0 0 86 49 90 184 123
22 8 0 0 86 123 90 184 197
23 1 0 0 184 58 99 228 89
24 1 0 0 184 89 99 228 120
25 1 0 0 184 120 99 228 151
26 1 0 0 184 151 99 228 182
27 1 0 0 184 182 99 228 213
28 0 0 56 0 49 124 35 76
29 0 0 124 0 49 192 35 76
30 0 0 192 0 49 260 35 76
31 7 0 56 35 49 141 85 107
32 7 0 56 35 107 141 85 165
33 7 0 56 0 165 114 85 215
34 2 0 90 85 49 176 118 105
35 2 0 90 85 105 176 118 161
36 2 0 90 85 161 176 118 217
37 4 0 90 118 49 208 161 106
38 4 0 90 118 106 208 161 163
39 4 0 90 118 163 208 161 220
40 7 0 99 161 58 149 219 143
41 9 0 99 161 143 188 230 169
42 9 0 99 161 169 188 230 195
43 0 0 114 0 76 182 35 103
44 0 0 114 0 103 182 35 130
45 0 0 114 0 130 182 35 157
46 2 0 114 0 157 200 33 213
47 9 0 200 0 76 289 69 102
48 9 0 200 0 102 289 69 128
49 9 0 200 0 128 289 69 154
50 9 0 200 0 154 289 69 180
51 9 0 200 0 180 289 69 206
52 7 0 141 35 49 199 85 134
53 3 0 188 161 58 261 233 94
54 3 0 188 161 94 261 233 130
55 4 0 188 161 130 306 218 173
56 1 0 188 161 173 287 192 217
57 9 0 208 69 49 277 158 75
58 8 0 208 69 75 282 159 173
59 3 0 208 69 173 281 141 209
60 8 0 282 69 0 356 159 98
61 8 0 356 69 0 430 159 98
62 8 0 430 69 0 504 159 98
63 8 0 282 69 98 356 159 196
64 8 0 356 69 98 430 159 196
65 8 0 430 69 98 504 159 196
66 3 0 306 159 0 378 232 36
67 3 0 378 159 0 450 232 36
68 3 0 450 159 0 522 232 36
69 3 0 306 159 36 378 232 72
70 3 0 378 159 36 450 232 72
71 3 0 450 159 36 522 232 72
72 3 0 306 159 72 378 232 108
73 3 0 378 159 72 450 232 108
74 3 0 450 159 72 522 232 108
75 18 1 188 192 173 256 219 208
76 18 1 256 192 173 324 219 208
77 18 1 289 0 0 316 68 35
78 13 1 289 0 35 337 58 81
79 16 1 289 0 81 375 33 137
80 16 1 289 33 81 375 66 137
81 16 1 289 0 137 375 33 193
82 16 1 289 33 137 375 66 193
83 19 1 289 0 193 378 69 219
84 17 1 306 159 108 405 190 152
85 17 1 405 159 108 504 190 152
86 18 1 306 159 152 374 186 187
87 14 1 324 190 108 442 233 165
88 18 1 324 159 187 392 194 214
89 18 1 324 194 165 392 229 192
90 18 1 324 194 192 392 229 219
91 19 1 378 0 0 467 69 26
92 19 1 378 0 26 467 69 52
93 19 1 378 0 52 467 69 78
94 19 1 378 0 78 467 69 104
95 19 1 378 0 104 467 69 130
96 15 1 392 159 165 464 232 201
97 12 1 378 0 130 471 54 179
98 17 1 378 0 179 477 44 210
99 13 1 464 159 152 510 207 210
100 13 1 477 0 0 535 46 48
101 11 1 477 0 48 527 58 133
102 11 1 477 0 133 527 58 218
103 10 1 504 58 0 578 156 90
104 10 1 504 58 90 578 156 180
105 15 1 504 58 180 576 131 216
106 13 1 522 156 0 580 204 46
107 13 1 522 156 46 580 204 92
108 13 1 522 156 92 580 204 138
109 13 1 522 156 138 580 204 184
110 15 1 510 131 184 582 204 220
111 13 1 535 0 0 583 58 46
112 13 1 535 0 46 583 58 92
113 13 1 535 0 92 583 58 138
114 13 1 535 0 138 583 58 184
