Utilizacion 69.998561 VolCajasEmpacado 77.514108 Duracion[s] 30.035000 Iteraciones 6044
0 1 0 0 0 0 108 100 118
1 1 0 0 0 118 108 100 236
2 4 0 0 100 0 68 169 61
3 4 0 68 100 0 136 169 61
4 4 0 136 100 0 204 169 61
5 4 0 0 169 0 68 238 61
6 4 0 68 169 0 136 238 61
7 4 0 136 169 0 204 238 61
8 1 0 0 100 61 100 218 169
9 0 0 0 100 169 55 155 218
10 0 0 55 100 169 110 155 218
11 4 0 0 155 169 68 224 230
12 0 0 68 155 169 117 210 224
13 1 0 108 0 0 226 100 108
14 3 0 108 0 108 226 100 216
15 0 0 110 100 61 165 149 116
16 5 0 117 100 116 192 186 201
17 2 0 204 100 0 305 216 197
18 5 0 226 0 0 301 86 85
19 2 0 305 0 0 406 116 197
20 2 0 305 116 0 406 232 197
21 7 1 110 100 201 151 143 237
22 7 1 117 143 201 158 186 237
23 7 1 151 100 201 192 143 237
24 6 1 406 0 0 543 126 161
25 6 1 543 0 0 680 126 161
26 6 1 680 0 0 817 126 161
27 6 1 817 0 0 954 126 161
28 6 1 954 0 0 1091 126 161
29 6 1 1091 0 0 1228 126 161
30 8 1 406 126 0 532 239 144
31 8 1 532 126 0 658 239 144
32 8 1 658 126 0 784 239 144
33 8 1 784 126 0 910 239 144
34 8 1 910 126 0 1036 239 144
35 8 1 1036 126 0 1162 239 144
36 8 1 1162 126 0 1288 239 144
37 11 1 406 126 144 483 193 218
38 11 1 483 126 144 560 193 218
39 12 1 560 126 144 621 186 198
40 13 1 560 186 144 621 240 204
41 12 1 621 126 144 682 186 198
42 13 1 621 186 144 682 240 204
43 12 1 682 126 144 743 186 198
44 13 1 682 186 144 743 240 204
45 12 1 743 126 144 804 186 198
46 13 1 743 186 144 804 240 204
47 12 1 804 126 144 865 186 198
48 13 1 804 186 144 865 240 204
49 12 1 865 126 144 926 186 198
50 10 1 926 126 144 1003 200 211
51 10 1 1003 126 144 1080 200 211
52 10 1 1080 126 144 1157 200 211
53 10 1 1157 0 161 1231 77 228
54 10 1 1157 77 161 1234 151 228
55 11 1 1157 151 144 1234 218 218
56 10 1 1231 0 0 1308 74 67
57 10 1 1231 0 67 1308 74 134
58 10 1 1231 0 134 1308 74 201
59 9 1 1234 74 144 1335 180 236
