Utilizacion 73.784036 VolCajasEmpacado 75.315242 Duracion[s] 60.002000 Iteraciones 9954
0 2 0 0 0 0 119 79 79
1 1 0 0 79 0 72 114 49
2 0 0 0 0 79 77 91 115
3 3 1 0 114 0 76 176 65
4 4 1 0 0 115 119 79 194
5 5 2 0 176 0 76 231 43
6 6 2 0 176 43 98 220 102
7 7 2 0 91 65 65 172 184
8 8 3 0 0 194 30 78 216
9 9 3 0 79 184 77 170 220
10 10 3 77 79 0 196 160 65
11 11 4 0 172 102 72 221 137
12 12 5 77 79 65 168 156 101
13 13 6 77 79 101 156 158 220
14 13 6 119 0 0 238 79 79
15 14 7 98 160 0 179 225 119
16 15 8 0 172 137 75 219 203
17 16 9 119 0 79 210 77 115
18 17 9 119 0 115 238 79 194
19 18 10 30 0 194 60 78 216
20 19 10 75 170 119 151 225 162
21 20 10 77 158 162 152 224 209
22 21 11 196 79 0 273 170 36
23 22 12 60 0 194 90 78 216
24 22 12 90 0 194 120 78 216
25 24 13 152 158 119 199 233 185
26 23 13 152 158 185 201 230 220
27 25 13 196 79 36 277 144 155
28 26 14 156 79 155 254 123 214
29 27 15 201 170 0 277 232 65
30 29 16 201 144 65 277 209 127
31 30 16 201 144 127 320 209 208
32 30 16 238 0 0 319 65 119
33 28 16 319 0 0 408 113 27
34 31 17 238 0 119 300 65 195
35 32 17 277 65 27 396 130 108
36 35 18 254 65 155 297 141 210
37 33 18 300 0 119 335 72 168
38 34 18 320 130 0 397 221 36
39 36 19 297 72 108 395 131 152
40 37 20 297 72 152 372 138 199
41 38 20 320 138 36 399 217 155
42 41 21 320 138 155 396 200 220
43 40 21 335 0 27 401 47 102
44 39 21 335 0 102 454 65 183
45 42 22 399 113 0 464 189 62
46 43 22 399 65 62 464 184 143
47 44 22 395 65 143 438 120 219
48 45 23 399 120 143 446 186 218
49 46 24 464 0 0 583 79 79
50 47 25 300 0 183 378 22 213
51 49 25 454 0 79 530 65 141
52 48 25 454 0 141 520 47 216
53 51 26 320 200 155 398 230 177
54 50 26 464 79 0 541 170 36
55 53 27 399 189 0 454 232 76
56 54 27 399 186 76 465 233 151
57 52 27 464 79 36 577 168 63
58 55 28 464 79 63 583 160 128
59 56 29 320 200 177 398 222 207
60 58 29 399 186 151 497 230 210
61 59 29 464 65 128 540 127 193
62 57 29 446 47 193 535 160 220
63 59 29 497 170 0 562 232 76
64 60 30 497 160 76 544 226 151
65 61 30 497 160 151 546 232 186
66 62 31 530 0 79 585 43 155
67 63 31 540 43 128 587 118 194
