Utilizacion 80.781110 VolCajasEmpacado 83.802219 Duracion[s] 60.018000 Iteraciones 824
0 14 0 0 0 0 99 74 104
1 14 0 99 0 0 198 74 104
2 14 0 198 0 0 297 74 104
3 14 0 297 0 0 396 74 104
4 14 0 396 0 0 495 74 104
5 14 0 0 0 104 99 74 208
6 14 0 99 0 104 198 74 208
7 14 0 198 0 104 297 74 208
8 14 0 297 0 104 396 74 208
9 14 0 396 0 104 495 74 208
10 1 0 0 74 0 84 192 27
11 6 0 0 192 0 43 230 74
12 6 0 0 192 74 43 230 148
13 13 0 0 74 27 90 133 112
14 13 0 0 133 27 90 192 112
15 13 0 0 74 112 90 133 197
16 13 0 0 133 112 90 192 197
17 6 0 0 192 148 74 230 191
18 0 0 0 74 197 107 141 218
19 0 0 0 141 197 107 208 218
20 12 0 107 74 0 165 149 57
21 12 0 107 149 0 165 224 57
22 12 0 107 74 57 165 149 114
23 12 0 107 149 57 165 224 114
24 12 0 107 74 114 165 149 171
25 12 0 107 149 114 165 224 171
26 9 0 107 74 171 153 152 219
27 9 0 107 152 171 153 230 219
28 11 0 165 74 0 246 150 55
29 11 0 165 150 0 246 226 55
30 11 0 165 74 55 246 150 110
31 11 0 165 150 55 246 226 110
32 11 0 165 74 110 246 150 165
33 11 0 165 150 110 246 226 165
34 11 0 165 74 165 246 150 220
35 11 0 165 150 165 246 226 220
36 10 0 246 74 0 295 141 53
37 10 0 246 74 53 295 141 106
38 10 0 246 74 106 295 141 159
39 10 0 246 74 159 295 141 212
40 7 0 246 141 0 284 208 60
41 7 0 284 141 0 322 208 60
42 7 0 322 141 0 360 208 60
43 7 0 360 141 0 398 208 60
44 7 0 398 141 0 436 208 60
45 9 0 246 141 60 294 187 138
46 9 0 246 141 138 294 187 216
47 6 0 246 187 60 320 225 103
48 6 0 246 187 103 320 225 146
49 6 0 246 187 146 320 225 189
50 3 0 246 187 189 301 233 220
51 3 0 294 141 60 325 187 115
52 3 0 325 141 60 356 187 115
53 3 0 356 141 60 387 187 115
54 3 0 294 141 115 325 187 170
55 3 0 325 141 115 356 187 170
56 3 0 356 141 115 387 187 170
57 9 0 294 141 170 372 187 218
58 9 0 295 74 0 343 120 78
59 9 0 295 74 78 343 120 156
60 10 0 295 74 156 348 141 205
61 2 0 320 187 60 357 217 117
62 2 0 357 187 60 394 217 117
63 2 0 320 187 117 357 217 174
64 2 0 357 187 117 394 217 174
65 2 0 320 187 174 377 217 211
66 10 0 348 74 0 397 141 53
67 13 0 348 74 53 433 133 143
68 10 0 348 74 143 415 123 196
69 0 0 348 74 196 455 141 217
70 10 0 394 141 60 443 208 113
71 10 0 394 141 113 443 208 166
72 10 0 394 141 166 443 208 219
73 8 0 443 141 0 558 215 44
74 8 0 443 141 44 558 215 88
75 8 0 443 141 88 558 215 132
76 8 0 443 141 132 558 215 176
77 8 0 443 141 176 558 215 220
78 0 0 455 74 0 562 141 21
79 0 0 455 74 21 562 141 42
80 0 0 455 74 42 562 141 63
81 0 0 455 74 63 562 141 84
82 0 0 455 74 84 562 141 105
83 0 0 455 74 105 562 141 126
84 8 0 455 74 126 570 118 200
85 13 0 495 0 0 580 59 90
86 5 0 495 0 90 574 74 125
87 5 0 495 0 125 574 74 160
88 5 0 495 0 160 574 74 195
