Utilizacion 69.852663 VolCajasEmpacado 100.000000 Duracion[s] 0.030000 Iteraciones 4
0 7 0 0 0 0 75 86 85
1 7 0 0 86 0 75 172 85
2 7 0 0 0 85 75 86 170
3 7 0 0 86 85 75 172 170
4 2 0 0 0 170 20 50 190
5 2 0 20 0 170 40 50 190
6 2 0 40 0 170 60 50 190
7 2 0 0 50 170 20 100 190
8 2 0 20 50 170 40 100 190
9 2 0 40 50 170 60 100 190
10 2 0 0 100 170 20 150 190
11 2 0 20 100 170 40 150 190
12 2 0 40 100 170 60 150 190
13 3 0 0 0 190 55 58 239
14 0 0 0 0 239 52 18 242
15 0 0 0 18 239 52 36 242
16 0 0 0 36 239 52 54 242
17 0 0 0 0 242 52 18 245
18 0 0 0 18 242 52 36 245
19 0 0 0 36 242 52 54 245
20 2 0 0 172 0 50 192 20
21 2 0 50 172 0 100 192 20
22 2 0 0 172 20 50 192 40
23 2 0 50 172 20 100 192 40
24 2 0 0 172 40 50 192 60
25 2 0 50 172 40 100 192 60
26 2 0 0 172 60 50 192 80
27 2 0 50 172 60 100 192 80
28 2 0 0 172 80 50 192 100
29 2 0 50 172 80 100 192 100
30 2 0 0 172 100 50 192 120
31 2 0 50 172 100 100 192 120
32 2 0 0 172 120 50 192 140
33 2 0 50 172 120 100 192 140
34 2 0 0 172 140 50 192 160
35 2 0 50 172 140 100 192 160
36 2 0 0 172 160 50 192 180
37 2 0 50 172 160 100 192 180
38 2 0 0 172 180 50 192 200
39 2 0 50 172 180 100 192 200
40 2 0 0 172 200 50 192 220
41 2 0 50 172 200 100 192 220
42 2 0 0 172 220 50 192 240
43 2 0 50 172 220 100 192 240
44 1 0 0 172 240 65 192 243
45 1 0 0 192 0 65 212 3
46 1 0 0 212 0 65 232 3
47 1 0 0 192 3 65 212 6
48 1 0 0 212 3 65 232 6
49 1 0 0 192 6 65 212 9
50 1 0 0 212 6 65 232 9
51 1 0 0 192 9 65 212 12
52 1 0 0 212 9 65 232 12
53 1 0 0 192 12 65 212 15
54 1 0 0 212 12 65 232 15
55 1 0 0 192 15 65 212 18
56 1 0 0 212 15 65 232 18
57 1 0 0 192 18 65 212 21
58 1 0 0 212 18 65 232 21
59 1 0 0 192 21 65 212 24
60 1 0 0 212 21 65 232 24
61 1 0 0 192 24 65 212 27
62 1 0 0 212 24 65 232 27
63 3 0 0 58 190 49 116 245
64 0 0 0 116 190 52 134 193
65 1 0 0 192 27 65 212 30
66 2 0 0 212 27 50 232 47
67 2 0 0 212 47 50 232 67
68 2 0 0 212 67 50 232 87
69 2 0 0 212 87 50 232 107
70 2 0 0 212 107 50 232 127
71 2 0 0 212 127 50 232 147
72 2 0 0 212 147 50 232 167
73 2 0 0 212 167 50 232 187
74 2 0 0 212 187 50 232 207
75 2 0 0 212 207 50 232 227
76 0 0 0 116 193 52 134 196
77 0 0 0 116 196 52 134 199
78 0 0 0 116 199 52 134 202
79 0 0 0 116 202 52 134 205
80 0 0 0 116 205 52 134 208
81 2 0 0 150 170 50 170 190
82 3 0 75 0 0 130 58 49
83 3 0 75 58 0 130 116 49
84 3 0 75 0 49 130 58 98
85 3 0 75 58 49 130 116 98
86 3 0 75 0 98 130 58 147
87 3 0 75 58 98 130 116 147
88 3 0 75 0 147 130 58 196
89 3 0 75 58 147 130 116 196
90 3 0 75 0 196 130 58 245
91 3 0 75 58 196 130 116 245
92 5 0 100 116 0 186 191 85
93 5 0 100 116 85 186 191 170
94 4 0 100 116 170 177 190 237
95 9 0 130 0 0 327 101 116
96 9 0 130 0 116 327 101 232
97 9 0 186 101 0 302 202 197
98 9 0 302 101 0 418 202 197
99 8 0 327 0 0 419 95 82
100 8 0 327 0 82 419 95 164
101 7 0 327 0 164 413 85 239
102 5 0 418 95 0 504 170 85
103 5 0 418 95 85 504 170 170
104 4 0 418 95 170 495 169 237
105 7 0 419 0 0 504 86 75
106 7 0 419 0 75 504 86 150
107 7 0 419 0 150 504 86 225
108 10 0 504 0 0 672 155 195
109 6 0 504 155 0 581 234 69
110 6 0 504 155 69 581 234 138
111 6 0 504 155 138 581 234 207
112 6 0 581 155 0 658 234 69
113 6 0 658 155 0 735 234 69
114 6 0 735 155 0 812 234 69
115 6 0 812 155 0 889 234 69
116 6 0 889 155 0 966 234 69
117 6 0 581 155 69 658 234 138
118 6 0 658 155 69 735 234 138
119 6 0 735 155 69 812 234 138
120 6 0 812 155 69 889 234 138
121 6 0 889 155 69 966 234 138
122 6 0 581 155 138 658 234 207
123 6 0 658 155 138 735 234 207
124 6 0 735 155 138 812 234 207
125 6 0 812 155 138 889 234 207
126 6 0 889 155 138 966 234 207
127 8 0 672 0 0 767 92 82
128 8 0 672 0 82 767 92 164
129 6 0 672 0 164 751 77 233
130 8 0 767 0 0 859 95 82
131 8 0 767 0 82 859 95 164
132 6 0 751 0 164 830 77 233
133 10 0 859 0 0 1027 155 195
134 10 0 1027 0 0 1195 155 195
135 10 0 1195 0 0 1350 168 195
136 11 1 327 0 239 372 15 242
137 11 1 327 15 239 372 30 242
138 11 1 327 30 239 372 45 242
139 11 1 327 45 239 372 60 242
140 11 1 327 60 239 372 75 242
141 11 1 0 212 227 45 227 230
142 11 1 0 212 230 45 227 233
143 11 1 0 212 233 45 227 236
144 11 1 0 212 236 45 227 239
145 11 1 0 212 239 45 227 242
146 11 1 0 212 242 45 227 245
147 11 1 327 0 242 342 45 245
148 12 2 966 168 0 1030 236 57
149 12 2 966 168 57 1030 236 114
150 12 2 966 168 114 1030 236 171
151 12 2 966 168 171 1030 236 228
152 12 2 1030 168 0 1094 236 57
153 12 2 1030 168 57 1094 236 114
154 12 2 1030 168 114 1094 236 171
155 12 2 1030 168 171 1094 236 228
156 12 2 1094 168 0 1158 236 57
157 12 2 1158 168 0 1222 236 57
158 12 2 1222 168 0 1286 236 57
159 12 2 1286 168 0 1350 236 57
