Utilizacion 66.666667 VolCajasEmpacado 100.000000 Duracion[s] 0.011000 Iteraciones 5
0 2 0 0 0 0 2 2 2
1 2 0 0 0 2 2 2 4
2 2 0 0 0 4 2 2 6
3 2 0 0 0 6 2 2 8
4 0 0 0 2 0 2 5 4
5 0 0 2 2 0 4 5 4
6 0 0 4 2 0 6 5 4
7 0 0 0 2 4 2 5 8
8 0 0 2 2 4 4 5 8
9 0 0 4 2 4 6 5 8
10 1 0 0 5 0 2 9 2
11 1 0 2 5 0 4 9 2
12 1 0 4 5 0 6 9 2
13 2 0 0 5 2 2 7 4
14 2 0 0 7 2 2 9 4
15 2 0 0 5 4 2 7 6
16 2 0 0 7 4 2 9 6
17 2 0 0 5 6 2 7 8
18 2 0 0 7 6 2 9 8
19 2 0 0 5 8 2 7 10
20 2 0 0 7 8 2 9 10
21 2 0 0 0 8 2 2 10
22 2 0 0 2 8 2 4 10
23 2 0 2 5 2 4 7 4
24 2 0 4 5 2 6 7 4
25 2 0 2 5 4 4 7 6
26 2 0 4 5 4 6 7 6
27 2 0 2 5 6 4 7 8
28 2 0 4 5 6 6 7 8
29 2 0 2 5 8 4 7 10
30 2 0 4 5 8 6 7 10
31 4 1 6 0 0 10 2 2
32 5 1 6 0 2 8 2 4
33 5 1 8 0 2 10 2 4
34 4 1 6 2 0 10 4 2
35 4 1 6 4 0 10 6 2
36 4 1 6 6 0 10 8 2
37 3 1 6 0 4 8 3 8
38 5 1 6 0 8 8 2 10
39 5 1 6 2 8 8 4 10
40 5 1 6 8 0 8 10 2
41 5 1 6 8 2 8 10 4
42 5 1 6 8 4 8 10 6
43 5 1 6 8 6 8 10 8
44 5 1 6 8 8 8 10 10
45 3 1 6 4 2 9 6 6
46 3 1 6 4 6 9 6 10
47 3 1 6 6 2 9 8 6
48 5 1 6 6 6 8 8 8
49 5 1 8 6 6 10 8 8
50 5 1 6 6 8 8 8 10
51 5 1 8 6 8 10 8 10
52 3 1 8 0 4 10 3 8
53 5 1 8 0 8 10 2 10
54 5 1 8 8 0 10 10 2
55 5 1 8 8 2 10 10 4
56 5 1 8 8 4 10 10 6
57 5 1 8 8 6 10 10 8
58 5 1 8 8 8 10 10 10
59 5 1 8 2 8 10 4 10
60 5 1 9 4 2 11 6 4
61 5 1 9 4 4 11 6 6
62 5 1 9 4 6 11 6 8
63 8 2 11 0 0 13 2 2
64 8 2 11 2 0 13 4 2
65 8 2 11 4 0 13 6 2
66 8 2 11 6 0 13 8 2
67 8 2 11 8 0 13 10 2
68 8 2 11 0 2 13 2 4
69 8 2 11 2 2 13 4 4
70 8 2 11 4 2 13 6 4
71 8 2 11 6 2 13 8 4
72 8 2 11 8 2 13 10 4
73 8 2 11 0 4 13 2 6
74 8 2 11 2 4 13 4 6
75 8 2 11 4 4 13 6 6
76 8 2 11 6 4 13 8 6
77 8 2 11 8 4 13 10 6
78 8 2 11 0 6 13 2 8
79 8 2 11 2 6 13 4 8
80 8 2 11 4 6 13 6 8
81 8 2 11 6 6 13 8 8
82 8 2 11 8 6 13 10 8
83 7 2 11 0 8 15 2 10
84 8 2 11 2 8 13 4 10
85 8 2 11 4 8 13 6 10
86 6 2 13 2 0 15 5 4
87 6 2 13 2 4 15 5 8
88 6 2 13 5 0 15 8 4
