Utilizacion 44.536526 VolCajasEmpacado 100.000000 Duracion[s] 0.010000 Iteraciones 1
0 2 0 0 0 0 55 49 55
1 2 0 0 0 55 55 49 110
2 2 0 0 0 110 55 49 165
3 2 0 0 0 165 55 49 220
4 2 0 0 49 0 49 104 55
5 2 0 0 49 55 49 104 110
6 3 0 0 104 0 95 196 82
7 1 0 0 49 110 49 93 160
8 0 0 0 196 0 40 233 33
9 3 0 0 104 82 92 186 177
10 5 1 0 104 177 77 178 244
11 4 1 49 49 0 94 95 41
12 8 1 94 0 0 223 100 116
13 8 1 223 0 0 352 100 116
14 8 1 352 0 0 481 100 116
15 8 1 481 0 0 610 100 116
16 8 1 610 0 0 739 100 116
17 8 1 739 0 0 868 100 116
18 8 1 868 0 0 997 100 116
19 8 1 997 0 0 1126 100 116
20 8 1 1126 0 0 1255 100 116
21 6 1 94 0 116 176 95 208
22 5 1 95 100 0 169 167 77
23 5 1 95 167 0 169 234 77
24 5 1 95 100 77 169 167 154
25 5 1 95 167 77 169 234 154
26 5 1 95 100 154 169 167 231
27 5 1 95 167 154 169 234 231
28 7 1 169 100 0 275 192 101
29 7 1 169 100 101 275 192 202
30 8 1 275 100 0 375 229 116
31 7 1 275 100 116 367 206 217
32 10 1 375 100 0 501 237 161
33 9 1 501 100 0 614 226 144
34 12 2 176 0 116 262 75 201
35 12 2 262 0 116 337 86 201
36 11 2 375 100 161 444 168 222
37 11 2 375 168 161 444 236 222
38 11 2 501 100 144 569 161 213
39 11 2 501 161 144 569 222 213
40 11 2 614 100 0 682 169 61
41 11 2 614 169 0 682 238 61
42 12 2 682 100 0 768 175 85
43 12 2 682 100 85 768 175 170
44 12 2 768 100 0 843 186 85
45 12 2 768 100 85 843 186 170
46 12 2 843 100 0 929 175 85
47 12 2 843 100 85 929 175 170
48 12 2 929 100 0 1015 175 85
