Utilizacion 66.666667 VolCajasEmpacado 100.000000 Duracion[s] 0.009000 Iteraciones 4
0 2 0 0 0 0 2 2 2
1 2 0 0 2 0 2 4 2
2 2 0 0 4 0 2 6 2
3 2 0 0 6 0 2 8 2
4 2 0 0 8 0 2 10 2
5 2 0 0 0 2 2 2 4
6 2 0 0 2 2 2 4 4
7 2 0 0 4 2 2 6 4
8 2 0 0 6 2 2 8 4
9 2 0 0 8 2 2 10 4
10 2 0 0 0 4 2 2 6
11 2 0 0 2 4 2 4 6
12 2 0 0 4 4 2 6 6
13 2 0 0 6 4 2 8 6
14 2 0 0 8 4 2 10 6
15 2 0 0 0 6 2 2 8
16 2 0 0 2 6 2 4 8
17 2 0 0 4 6 2 6 8
18 2 0 0 6 6 2 8 8
19 2 0 0 8 6 2 10 8
20 1 0 0 0 8 2 4 10
21 1 0 0 4 8 2 8 10
22 1 0 0 8 8 4 10 10
23 0 0 2 0 0 4 3 4
24 0 0 2 3 0 4 6 4
25 2 0 2 0 4 4 2 6
26 2 0 2 0 6 4 2 8
27 0 0 2 2 4 5 4 8
28 0 0 2 4 4 5 6 8
29 0 0 2 6 0 5 8 4
30 0 0 2 6 4 5 8 8
31 3 1 5 0 0 8 2 4
32 3 1 5 0 4 8 2 8
33 5 1 5 2 0 7 4 2
34 5 1 5 4 0 7 6 2
35 5 1 5 6 0 7 8 2
36 5 1 5 8 0 7 10 2
37 5 1 5 2 2 7 4 4
38 5 1 5 4 2 7 6 4
39 5 1 5 6 2 7 8 4
40 5 1 5 8 2 7 10 4
41 5 1 5 2 4 7 4 6
42 5 1 5 4 4 7 6 6
43 5 1 5 6 4 7 8 6
44 5 1 5 8 4 7 10 6
45 5 1 5 2 6 7 4 8
46 5 1 5 4 6 7 6 8
47 5 1 5 6 6 7 8 8
48 5 1 5 8 6 7 10 8
49 5 1 5 2 8 7 4 10
50 5 1 5 4 8 7 6 10
51 5 1 5 6 8 7 8 10
52 5 1 5 8 8 7 10 10
53 4 1 5 0 8 9 2 10
54 4 1 7 2 0 11 4 2
55 4 1 7 4 0 11 6 2
56 4 1 7 6 0 11 8 2
57 5 1 7 2 2 9 4 4
58 5 1 9 2 2 11 4 4
59 3 1 7 8 0 10 10 4
60 3 1 7 2 4 9 5 8
61 3 1 7 5 2 9 8 6
62 5 1 7 2 8 9 4 10
63 8 2 11 0 0 13 2 2
64 8 2 11 2 0 13 4 2
65 8 2 11 4 0 13 6 2
66 8 2 11 6 0 13 8 2
67 8 2 11 8 0 13 10 2
68 8 2 11 0 2 13 2 4
69 8 2 11 2 2 13 4 4
70 8 2 11 4 2 13 6 4
71 8 2 11 6 2 13 8 4
72 8 2 11 8 2 13 10 4
73 8 2 11 0 4 13 2 6
74 8 2 11 2 4 13 4 6
75 8 2 11 4 4 13 6 6
76 8 2 11 6 4 13 8 6
77 8 2 11 8 4 13 10 6
78 8 2 11 0 6 13 2 8
79 8 2 11 2 6 13 4 8
80 8 2 11 4 6 13 6 8
81 8 2 11 6 6 13 8 8
82 8 2 11 8 6 13 10 8
83 7 2 11 0 8 15 2 10
84 8 2 11 2 8 13 4 10
85 8 2 11 4 8 13 6 10
86 6 2 13 2 0 15 5 4
87 6 2 13 5 0 15 8 4
88 6 2 13 2 4 15 5 8
