Utilizacion 83.074552 VolCajasEmpacado 85.125149 Duracion[s] 60.020000 Iteraciones 3094
0 7 0 0 0 0 85 77 62
1 7 0 0 0 62 85 77 124
2 7 0 0 0 124 85 77 186
3 5 0 0 77 0 95 172 54
4 5 0 0 77 54 95 172 108
5 5 0 0 77 108 95 172 162
6 5 0 0 77 162 95 172 216
7 6 0 0 172 0 71 233 108
8 6 0 71 172 0 142 233 108
9 6 0 142 172 0 213 233 108
10 6 0 213 172 0 284 233 108
11 6 0 0 172 108 71 233 216
12 6 0 71 172 108 142 233 216
13 6 0 142 172 108 213 233 216
14 6 0 213 172 108 284 233 216
15 0 0 0 0 186 76 76 216
16 7 0 85 0 0 147 77 85
17 7 0 147 0 0 209 77 85
18 7 0 209 0 0 271 77 85
19 4 0 85 0 85 130 75 168
20 4 0 130 0 85 175 75 168
21 4 0 175 0 85 220 75 168
22 4 0 220 0 85 265 75 168
23 0 0 85 0 168 161 76 198
24 5 0 95 77 0 149 172 95
25 5 0 95 76 95 190 171 149
26 5 0 95 76 149 190 171 203
27 4 0 161 0 168 244 75 213
28 1 0 190 77 0 222 171 63
29 1 0 222 77 0 254 171 63
30 1 0 254 77 0 286 171 63
31 1 0 286 77 0 318 171 63
32 1 0 318 77 0 350 171 63
33 5 0 190 77 63 285 131 158
34 2 0 190 131 63 308 168 125
35 3 0 190 75 158 303 141 202
36 4 0 271 0 0 354 75 45
37 3 0 271 0 45 384 66 89
38 3 0 271 0 89 384 66 133
39 5 0 284 171 0 379 225 95
40 0 0 303 0 133 379 76 163
41 0 0 303 0 163 379 76 193
42 0 0 308 76 63 384 152 93
43 0 0 308 76 93 384 152 123
44 0 0 308 76 123 384 152 153
45 9 1 303 76 153 366 170 185
46 9 1 303 76 185 366 170 217
47 15 1 284 170 95 361 232 180
48 10 1 284 170 180 402 232 217
49 11 1 384 0 0 497 44 66
50 11 1 384 44 0 497 88 66
51 11 1 384 0 66 497 44 132
52 11 1 384 44 66 497 88 132
53 11 1 384 0 132 497 44 198
54 11 1 384 44 132 497 88 198
55 14 1 384 88 0 445 159 108
56 14 1 445 88 0 506 159 108
57 14 1 384 88 108 445 159 216
58 14 1 445 88 108 506 159 216
59 10 1 402 159 0 520 196 62
60 10 1 402 196 0 520 233 62
61 10 1 402 159 62 520 196 124
62 10 1 402 196 62 520 233 124
63 13 1 402 159 124 497 213 219
64 15 1 497 0 0 574 85 62
65 15 1 497 0 62 574 85 124
66 15 1 497 0 124 574 85 186
67 8 1 497 0 186 573 76 216
68 14 1 506 85 0 577 146 108
69 12 1 506 85 108 581 130 191
70 12 1 520 146 0 565 221 83
71 12 1 520 146 83 565 221 166
72 8 1 506 130 166 582 206 196
