Utilizacion 75.456267 VolCajasEmpacado 77.565837 Duracion[s] 60.022000 Iteraciones 2284
0 9 0 0 0 0 104 40 66
1 9 0 0 0 66 104 40 132
2 9 0 0 0 132 104 40 198
3 5 0 0 40 0 47 158 66
4 5 0 0 40 66 47 158 132
5 1 0 0 0 198 67 40 220
6 8 0 0 40 132 36 76 161
7 6 0 0 40 161 40 88 217
8 7 0 0 158 0 33 233 60
9 7 0 0 158 60 33 233 120
10 7 0 0 158 120 33 233 180
11 8 0 0 88 132 29 124 168
12 2 0 33 158 0 125 222 78
13 2 0 33 158 78 111 222 170
14 4 0 47 40 0 130 131 48
15 0 0 47 40 48 146 96 73
16 0 0 47 96 48 146 152 73
17 3 0 47 40 73 125 153 133
18 18 1 67 0 198 134 40 220
19 10 1 0 88 168 40 144 216
20 16 1 0 144 180 36 173 216
21 16 1 0 173 180 36 202 216
22 16 1 0 202 180 36 231 216
23 16 1 36 144 170 72 173 206
24 17 1 36 173 170 135 229 195
25 17 1 36 173 195 135 229 220
26 13 1 40 40 133 88 131 216
27 18 1 72 131 133 139 153 173
28 16 1 72 131 173 108 167 202
29 13 1 88 40 133 136 131 216
30 15 1 134 0 0 209 33 60
31 15 1 134 0 60 209 33 120
32 15 1 134 0 120 209 33 180
33 12 1 135 153 0 248 231 60
34 12 1 135 153 60 248 231 120
35 12 1 135 153 120 248 231 180
36 17 1 135 131 180 191 230 205
37 17 1 136 0 180 235 56 205
38 11 1 146 56 0 224 120 92
39 11 1 146 56 92 224 120 184
40 17 1 136 56 184 235 112 209
41 14 1 235 0 0 353 66 47
42 14 1 235 66 0 353 132 47
43 14 1 235 0 47 353 66 94
44 14 1 235 66 47 353 132 94
45 13 1 235 0 94 318 91 142
46 13 1 235 0 142 318 91 190
47 14 1 235 91 94 353 138 160
48 24 2 235 0 190 334 56 215
49 24 2 235 56 190 334 112 215
50 25 2 191 120 180 213 187 220
51 25 2 191 187 180 258 227 202
52 23 2 213 120 160 288 153 220
53 23 2 288 112 160 363 145 220
54 23 2 248 153 0 323 186 60
55 23 2 248 153 60 323 186 120
56 23 2 248 153 120 323 186 180
57 21 2 258 186 0 376 233 66
58 21 2 258 186 66 376 233 132
59 24 2 258 153 180 357 209 205
60 20 2 353 0 0 436 91 48
61 20 2 353 0 48 436 91 96
62 26 2 334 0 96 438 40 162
63 26 2 334 40 96 438 80 162
64 22 2 334 0 162 382 40 218
65 22 2 334 40 162 374 88 218
66 22 2 374 40 162 414 88 218
67 22 2 414 40 162 454 88 218
68 19 2 363 91 0 455 155 78
69 19 2 363 91 78 455 155 156
70 19 2 363 88 156 455 166 220
71 34 3 258 209 132 325 231 172
72 28 3 376 166 0 454 230 92
73 28 3 376 166 92 454 230 184
74 32 3 357 166 184 432 226 217
75 33 3 382 0 162 418 36 191
76 33 3 382 0 191 418 36 220
77 33 3 418 0 162 454 29 198
78 29 3 454 0 0 502 83 91
79 29 3 454 0 91 502 83 182
80 32 3 454 0 182 514 75 215
81 30 3 454 166 0 572 232 47
82 31 3 454 166 47 558 232 87
83 28 3 454 166 87 546 230 165
84 31 3 454 166 165 558 232 205
85 29 3 455 83 0 546 166 48
86 29 3 455 83 48 546 166 96
87 27 3 455 83 96 568 161 156
88 27 3 455 83 156 568 161 216
89 27 3 514 0 0 574 78 113
90 32 3 514 0 113 574 75 146
