Utilizacion 80.986041 VolCajasEmpacado 81.687558 Duracion[s] 60.036000 Iteraciones 749
0 14 0 0 0 0 113 76 91
1 14 0 0 76 0 113 152 91
2 14 0 0 152 0 113 228 91
3 14 0 0 0 91 113 76 182
4 14 0 0 76 91 113 152 182
5 14 0 0 152 91 113 228 182
6 7 0 0 0 182 106 33 216
7 5 0 0 33 182 74 99 213
8 5 0 0 99 182 74 165 213
9 5 0 0 165 182 74 231 213
10 2 0 74 33 182 119 131 210
11 2 0 74 131 182 119 229 210
12 6 0 113 0 0 174 32 58
13 6 0 174 0 0 235 32 58
14 6 0 113 0 58 174 32 116
15 6 0 174 0 58 235 32 116
16 6 0 113 0 116 174 32 174
17 6 0 174 0 116 235 32 174
18 7 0 113 0 174 219 33 208
19 10 0 119 33 0 198 99 49
20 10 0 119 99 0 198 165 49
21 10 0 119 165 0 198 231 49
22 10 0 119 33 49 198 99 98
23 10 0 119 99 49 198 165 98
24 10 0 119 165 49 198 231 98
25 10 0 119 33 98 198 99 147
26 10 0 119 99 98 198 165 147
27 10 0 119 165 98 198 231 147
28 10 0 119 33 147 198 99 196
29 10 0 119 99 147 198 165 196
30 10 0 119 165 147 198 231 196
31 13 0 198 33 0 291 104 72
32 13 0 198 104 0 291 175 72
33 8 0 198 33 72 283 72 146
34 8 0 198 72 72 283 111 146
35 8 0 198 111 72 283 150 146
36 8 0 198 150 72 283 189 146
37 8 0 198 33 146 283 72 220
38 8 0 198 72 146 283 111 220
39 8 0 198 111 146 283 150 220
40 8 0 198 150 146 283 189 220
41 0 0 198 189 0 256 216 44
42 0 0 256 189 0 314 216 44
43 0 0 198 189 44 256 216 88
44 0 0 256 189 44 314 216 88
45 0 0 198 189 88 256 216 132
46 0 0 256 189 88 314 216 132
47 0 0 198 189 132 256 216 176
48 0 0 256 189 132 314 216 176
49 0 0 198 189 176 256 216 220
50 0 0 256 189 176 314 216 220
51 3 0 235 0 0 312 30 42
52 3 0 235 0 42 312 30 84
53 3 0 235 0 84 312 30 126
54 3 0 235 0 126 312 30 168
55 3 0 235 0 168 312 30 210
56 7 0 291 30 0 325 136 33
57 7 0 291 30 33 325 136 66
58 7 0 291 30 66 325 136 99
59 7 0 291 30 99 325 136 132
60 7 0 291 30 132 325 136 165
61 7 0 291 30 165 325 136 198
62 3 0 291 136 0 368 166 42
63 3 0 368 136 0 445 166 42
64 3 0 445 136 0 522 166 42
65 3 0 291 136 42 368 166 84
66 3 0 368 136 42 445 166 84
67 3 0 445 136 42 522 166 84
68 9 0 283 136 84 340 179 133
69 9 0 283 136 133 340 179 182
70 2 0 283 136 182 381 181 210
71 4 0 312 0 0 423 30 49
72 4 0 312 0 49 423 30 98
73 4 0 312 0 98 423 30 147
74 4 0 312 0 147 423 30 196
75 11 0 314 181 0 422 231 72
76 11 0 422 181 0 530 231 72
77 11 0 314 181 72 422 231 144
78 11 0 422 181 72 530 231 144
79 11 0 314 181 144 422 231 216
80 11 0 422 181 144 530 231 216
81 2 0 325 30 0 370 128 28
82 2 0 325 30 28 370 128 56
83 5 0 325 30 56 399 96 87
84 5 0 325 30 87 399 96 118
85 5 0 325 30 118 399 96 149
86 5 0 325 30 149 399 96 180
87 5 0 325 30 180 399 96 211
88 8 0 325 96 56 410 135 130
89 8 0 325 96 130 410 135 204
90 9 0 381 135 84 430 178 141
91 9 0 430 135 84 479 178 141
92 0 0 381 135 141 439 179 168
93 4 0 381 135 168 492 165 217
94 12 0 399 30 0 491 91 77
95 12 0 399 30 77 491 91 154
96 10 0 399 30 154 478 79 220
97 8 0 410 91 0 495 130 74
98 7 0 410 91 74 516 125 107
99 4 0 410 91 107 521 121 156
100 12 0 491 0 0 583 77 61
101 13 0 491 0 61 584 72 132
102 13 0 491 0 132 584 72 203
103 12 0 522 77 0 583 154 92
104 11 0 521 72 92 571 180 164
105 1 0 492 72 164 572 175 191
106 1 0 492 72 191 572 175 218
