Utilizacion 76.059824 VolCajasEmpacado 77.369009 Duracion[s] 60.006000 Iteraciones 4277
0 2 0 0 0 0 95 57 80
1 2 0 0 57 0 95 114 80
2 2 0 0 114 0 95 171 80
3 2 0 0 171 0 95 228 80
4 4 0 0 0 80 87 112 103
5 4 0 0 112 80 87 224 103
6 1 0 0 0 103 80 56 201
7 1 0 0 56 103 80 112 201
8 1 0 0 112 103 80 168 201
9 1 0 0 168 103 80 224 201
10 0 0 95 0 0 135 116 41
11 0 0 135 0 0 175 116 41
12 0 0 175 0 0 215 116 41
13 0 0 215 0 0 255 116 41
14 3 0 95 0 41 154 60 149
15 2 0 80 0 149 160 95 206
16 4 0 95 116 0 207 203 23
17 5 1 95 116 23 182 228 46
18 9 1 95 95 46 203 155 105
19 9 1 95 155 46 203 215 105
20 8 1 80 95 105 160 190 162
21 8 1 160 95 105 240 190 162
22 8 1 80 95 162 160 190 219
23 8 1 160 95 162 240 190 219
24 6 1 80 190 105 196 230 146
25 6 1 80 190 146 196 230 187
26 8 1 160 0 41 217 95 121
27 7 1 160 0 121 240 56 219
28 6 1 207 190 0 323 230 41
29 9 1 240 116 0 348 176 59
30 5 1 255 0 0 342 112 23
31 5 1 255 0 23 367 87 46
32 12 2 240 0 46 335 57 126
33 12 2 240 57 46 335 114 126
34 12 2 240 0 126 335 57 206
35 12 2 240 57 126 335 114 206
36 13 2 203 190 41 319 230 82
37 13 2 203 190 82 319 230 123
38 13 2 203 190 123 319 230 164
39 13 2 203 190 164 319 230 205
40 12 2 240 114 59 320 171 154
41 11 2 240 114 154 348 173 214
42 10 2 323 176 0 421 232 80
43 10 2 421 176 0 519 232 80
44 10 2 323 176 80 421 232 160
45 10 2 421 176 80 519 232 160
46 12 2 335 0 46 392 80 141
47 14 2 335 0 141 422 112 164
48 14 2 335 0 164 422 112 187
49 14 2 335 0 187 422 112 210
50 12 2 348 112 0 443 169 80
51 12 2 348 112 80 443 169 160
52 19 3 319 173 160 427 232 220
53 19 3 427 173 160 535 232 220
54 19 3 348 112 160 456 171 220
55 17 3 422 0 0 502 98 56
56 17 3 422 0 56 502 98 112
57 17 3 422 0 112 502 98 168
58 15 3 422 0 168 509 112 191
59 15 3 422 0 191 509 112 214
60 19 3 456 112 0 564 172 59
61 19 3 456 112 59 564 172 118
62 19 3 456 112 118 564 172 177
63 16 3 456 112 177 572 152 218
64 18 3 509 0 0 566 95 80
65 18 3 509 0 80 566 95 160
