Utilizacion 77.105547 VolCajasEmpacado 78.490479 Duracion[s] 60.033000 Iteraciones 1065
0 3 0 0 0 0 118 68 94
1 3 0 0 68 0 118 136 94
2 3 0 0 136 0 118 204 94
3 7 0 0 0 94 89 86 148
4 7 0 0 86 94 89 172 148
5 7 0 0 0 148 89 86 202
6 7 0 0 86 148 89 172 202
7 17 0 0 204 0 41 232 40
8 17 0 0 204 40 40 232 81
9 17 0 0 204 81 40 232 122
10 14 0 0 172 94 47 204 151
11 14 0 0 172 151 47 204 208
12 0 0 0 204 122 78 230 169
13 0 0 0 204 169 78 230 216
14 15 0 47 172 94 114 202 138
15 15 0 47 172 138 114 202 182
16 16 0 78 204 0 190 232 48
17 14 0 78 172 182 125 229 214
18 10 0 89 0 94 129 47 148
19 10 0 89 47 94 129 94 148
20 10 0 89 0 148 129 47 202
21 10 0 89 47 148 129 94 202
22 9 0 89 94 94 130 167 155
23 5 0 89 94 155 146 161 214
24 12 0 125 167 0 223 203 63
25 12 0 125 167 63 223 230 99
26 5 0 125 167 99 192 226 156
27 9 0 125 161 156 198 202 217
28 15 0 125 202 156 192 232 200
29 3 0 129 0 0 197 94 118
30 3 0 197 0 0 265 94 118
31 3 0 265 0 0 333 94 118
32 8 0 129 0 118 182 78 210
33 8 0 182 0 118 260 53 210
34 8 0 260 0 118 338 53 210
35 8 0 182 53 118 260 106 210
36 8 0 260 53 118 338 106 210
37 11 0 146 106 0 227 144 42
38 18 0 146 106 42 237 146 109
39 8 0 146 106 109 224 159 201
40 9 0 198 159 99 239 220 172
41 8 0 237 106 0 329 159 78
42 12 0 237 106 78 335 142 141
43 12 0 224 106 141 322 142 204
44 4 0 239 159 0 321 223 76
45 5 0 239 159 76 306 216 135
46 2 0 239 142 135 335 230 205
47 1 0 335 106 0 415 191 25
48 1 0 335 106 25 415 191 50
49 13 0 335 106 50 419 181 83
50 13 0 335 106 83 419 181 116
51 13 0 335 106 116 419 181 149
52 13 0 335 106 149 419 181 182
53 13 0 335 106 182 419 181 215
54 18 0 335 191 0 426 231 67
55 6 0 338 0 0 395 91 58
56 2 0 338 0 58 408 96 146
57 5 0 338 0 146 395 67 205
58 4 0 408 0 0 484 82 64
59 34 1 335 181 67 447 229 95
60 34 1 335 181 95 447 229 123
61 34 1 335 181 123 447 229 151
62 29 1 335 181 151 416 219 193
63 36 1 335 181 193 413 228 219
64 32 1 416 181 151 448 228 208
65 28 1 338 67 146 424 106 205
66 33 1 408 0 64 452 67 94
67 25 1 408 0 94 467 67 151
68 25 1 408 0 151 467 67 208
69 35 1 419 106 0 460 146 28
70 35 1 424 67 64 465 95 104
71 26 1 419 106 28 501 170 104
72 27 1 419 106 104 507 176 200
73 32 1 424 67 104 481 99 151
74 32 1 424 67 151 481 99 198
75 23 1 448 176 0 537 230 86
76 23 1 448 176 86 537 230 172
77 19 1 448 176 172 502 216 219
78 33 1 467 0 64 497 67 108
79 19 1 467 0 108 514 54 148
80 20 1 467 0 148 558 67 188
81 36 1 467 0 188 545 47 214
82 28 1 484 67 0 570 106 59
83 28 1 484 67 59 570 106 118
84 28 1 484 67 118 570 106 177
85 29 1 481 67 177 562 105 219
86 22 1 507 106 0 585 159 92
87 22 1 507 106 92 585 159 184
88 36 1 507 105 184 585 152 210
89 21 1 537 159 0 578 220 73
90 21 1 537 159 73 578 220 146
91 21 1 537 159 146 578 232 207
