Utilizacion 69.852663 VolCajasEmpacado 100.000000 Duracion[s] 18.357000 Iteraciones 110
0 3 0 0 0 0 116 101 197
1 3 0 0 101 0 116 202 197
2 0 0 0 202 0 45 217 3
3 0 0 0 217 0 45 232 3
4 2 0 0 0 197 50 20 217
5 2 0 0 20 197 50 40 217
6 2 0 0 40 197 50 60 217
7 2 0 0 60 197 50 80 217
8 2 0 0 80 197 50 100 217
9 2 0 0 0 217 50 20 237
10 2 0 0 20 217 50 40 237
11 2 0 0 40 217 50 60 237
12 2 0 0 60 217 50 80 237
13 2 0 0 80 217 50 100 237
14 0 0 0 202 3 45 217 6
15 0 0 0 202 6 45 217 9
16 0 0 0 202 9 45 217 12
17 0 0 0 202 12 45 217 15
18 0 0 0 202 15 45 217 18
19 0 0 0 202 18 45 217 21
20 0 0 0 202 21 45 217 24
21 0 0 0 202 24 45 217 27
22 0 0 0 202 27 45 217 30
23 0 0 0 202 30 45 217 33
24 2 0 45 202 0 95 222 20
25 2 0 45 202 20 95 222 40
26 2 0 45 202 40 95 222 60
27 2 0 45 202 60 95 222 80
28 2 0 45 202 80 95 222 100
29 2 0 45 202 100 95 222 120
30 2 0 45 202 120 95 222 140
31 2 0 45 202 140 95 222 160
32 2 0 45 202 160 95 222 180
33 2 0 45 202 180 95 222 200
34 2 0 45 202 200 95 222 220
35 2 0 45 202 220 95 222 240
36 1 0 50 0 197 70 65 200
37 1 0 50 65 197 70 130 200
38 1 0 50 0 200 70 65 203
39 1 0 50 65 200 70 130 203
40 1 0 50 0 203 70 65 206
41 1 0 50 65 203 70 130 206
42 1 0 50 0 206 70 65 209
43 1 0 50 65 206 70 130 209
44 1 0 50 0 209 70 65 212
45 1 0 50 65 209 70 130 212
46 1 0 50 0 212 70 65 215
47 1 0 50 65 212 70 130 215
48 1 0 50 0 215 70 65 218
49 1 0 50 65 215 70 130 218
50 1 0 50 0 218 70 65 221
51 1 0 50 65 218 70 130 221
52 1 0 50 0 221 70 65 224
53 1 0 50 65 221 70 130 224
54 1 0 50 0 224 70 65 227
