Utilizacion 76.821491 VolCajasEmpacado 18.930327 Duracion[s] 35.262000 Iteraciones 292
0 15 0 0 0 0 101 106 92
1 15 0 0 106 0 101 212 92
2 15 0 0 0 92 101 106 184
3 15 0 0 106 92 101 212 184
4 10 0 0 0 184 42 46 222
5 14 0 0 0 222 50 22 224
6 18 0 0 0 224 12 37 226
7 7 0 0 46 184 46 91 225
8 7 0 46 46 184 92 91 225
9 7 0 0 91 184 41 136 230
10 7 0 41 91 184 82 136 230
11 7 0 0 136 184 45 177 230
12 7 0 45 136 184 90 177 230
13 11 0 0 177 184 41 220 220
14 7 0 41 177 184 82 222 230
15 11 0 50 0 184 91 43 220
16 7 0 101 0 0 142 46 45
17 7 0 101 46 0 142 92 45
18 7 0 101 92 0 142 138 45
19 7 0 101 138 0 142 184 45
20 7 0 101 184 0 142 230 45
21 7 0 101 0 45 142 46 90
22 7 0 101 46 45 142 92 90
23 7 0 101 92 45 142 138 90
24 7 0 101 138 45 142 184 90
25 7 0 101 184 45 142 230 90
26 7 0 101 0 90 142 46 135
27 7 0 101 46 90 142 92 135
28 7 0 101 92 90 142 138 135
29 7 0 101 138 90 142 184 135
30 7 0 101 184 90 142 230 135
31 7 0 101 0 135 142 46 180
32 7 0 101 46 135 142 92 180
33 7 0 101 92 135 142 138 180
34 7 0 101 138 135 142 184 180
35 7 0 101 184 135 142 230 180
36 7 0 101 0 180 142 46 225
37 7 0 101 46 180 142 92 225
38 7 0 101 92 180 142 138 225
39 7 0 101 138 180 142 184 225
40 7 0 101 184 180 142 230 225
41 17 0 142 0 0 297 168 195
42 17 0 297 0 0 452 168 195
43 17 0 452 0 0 607 168 195
44 17 0 607 0 0 762 168 195
45 11 0 142 0 195 185 41 231
46 11 0 185 0 195 228 41 231
47 11 0 228 0 195 271 41 231
48 11 0 271 0 195 314 41 231
49 11 0 314 0 195 357 41 231
50 11 0 357 0 195 400 41 231
51 11 0 400 0 195 443 41 231
52 11 0 443 0 195 486 41 231
53 11 0 142 41 195 185 82 231
54 11 0 185 41 195 228 82 231
55 11 0 228 41 195 271 82 231
56 11 0 271 41 195 314 82 231
57 11 0 314 41 195 357 82 231
58 11 0 357 41 195 400 82 231
59 11 0 400 41 195 443 82 231
60 11 0 443 41 195 486 82 231
61 11 0 142 82 195 185 123 231
62 11 0 185 82 195 228 123 231
63 11 0 228 82 195 271 123 231
64 11 0 271 82 195 314 123 231
65 11 0 314 82 195 357 123 231
66 11 0 357 82 195 400 123 231
67 11 0 400 82 195 443 123 231
68 11 0 443 82 195 486 123 231
69 11 0 142 123 195 185 164 231
70 11 0 185 123 195 228 164 231
71 11 0 228 123 195 271 164 231
72 11 0 271 123 195 314 164 231
73 11 0 314 123 195 357 164 231
74 11 0 357 123 195 400 164 231
75 11 0 400 123 195 443 164 231
76 11 0 443 123 195 486 164 231
77 0 0 486 0 195 566 80 230
78 7 0 142 168 0 187 209 46
79 7 0 142 168 46 187 209 92
80 7 0 142 168 92 187 209 138
81 7 0 142 168 138 187 209 184
82 7 0 142 168 184 187 209 230
83 2 0 187 168 0 248 228 54
84 2 0 248 168 0 309 228 54
85 2 0 309 168 0 370 228 54
86 2 0 370 168 0 431 228 54
87 2 0 431 168 0 492 228 54
88 2 0 492 168 0 553 228 54
89 2 0 553 168 0 614 228 54
90 2 0 614 168 0 675 228 54
91 2 0 675 168 0 736 228 54
92 2 0 736 168 0 797 228 54
93 2 0 797 168 0 858 228 54
94 2 0 858 168 0 919 228 54
95 2 0 919 168 0 980 228 54
96 9 0 187 168 54 264 235 128
97 9 0 264 168 54 341 235 128
98 9 0 341 168 54 418 235 128
99 9 0 418 168 54 495 235 128
100 9 0 495 168 54 572 235 128
101 9 0 572 168 54 649 235 128
102 9 0 649 168 54 726 235 128
103 9 0 726 168 54 803 235 128
104 9 0 803 168 54 880 235 128
105 9 0 880 168 54 957 235 128
106 11 0 486 80 195 527 123 231
107 11 0 527 80 195 568 123 231
108 12 0 486 123 195 557 194 215
109 6 0 187 168 128 235 217 171
110 7 0 187 168 171 228 213 217
111 3 0 235 168 128 355 228 209
112 1 0 355 168 128 404 223 186
113 7 0 355 168 186 400 214 227
114 5 0 557 168 128 685 234 230
115 7 0 685 168 128 731 213 169
116 7 0 731 168 128 777 213 169
117 7 0 777 168 128 823 213 169
118 7 0 762 0 0 807 46 41
119 7 0 762 46 0 807 92 41
120 7 0 762 92 0 807 138 41
121 7 0 762 0 41 807 46 82
122 7 0 762 46 41 807 92 82
123 7 0 762 92 41 807 138 82
124 8 0 762 0 82 829 77 151
125 4 0 762 77 82 830 141 139
126 9 0 762 0 151 829 77 225
127 13 0 762 77 139 841 154 208
128 9 0 829 0 0 896 77 74
129 16 0 841 0 74 950 140 188
130 16 0 950 0 0 1064 140 109
131 16 0 950 0 109 1064 140 218
132 15 0 1064 0 0 1165 106 92
133 15 0 1064 106 0 1170 207 92
134 15 0 1064 106 92 1170 207 184
135 15 0 1064 0 92 1170 101 184
136 36 1 0 164 230 40 180 232
137 37 1 40 164 230 59 228 232
138 32 1 59 164 230 71 184 231
139 35 1 59 184 230 103 199 232
140 31 1 59 199 230 71 232 232
141 33 1 71 164 230 96 177 231
142 34 1 71 199 230 85 230 231
143 39 1 486 0 230 557 26 233
144 38 1 486 26 230 542 48 232
