Utilizacion 83.333333 VolCajasEmpacado 100.000000 Duracion[s] 0.966000 Iteraciones 504
0 2 0 0 0 0 2 2 2
1 2 0 0 2 0 2 4 2
2 2 0 0 4 0 2 6 2
3 2 0 0 6 0 2 8 2
4 2 0 0 8 0 2 10 2
5 0 0 0 0 2 2 3 6
6 0 0 0 3 2 2 6 6
7 0 0 0 6 2 2 9 6
8 0 0 0 0 6 2 3 10
9 0 0 0 3 6 2 6 10
10 0 0 0 6 6 2 9 10
11 2 0 2 0 0 4 2 2
12 2 0 2 2 0 4 4 2
13 2 0 2 4 0 4 6 2
14 2 0 2 6 0 4 8 2
15 2 0 2 8 0 4 10 2
16 2 0 2 0 2 4 2 4
17 2 0 2 0 4 4 2 6
18 2 0 2 0 6 4 2 8
19 2 0 2 0 8 4 2 10
20 1 0 2 2 2 4 6 4
21 1 0 2 2 4 4 6 6
22 1 0 2 2 6 4 6 8
23 2 0 2 6 2 4 8 4
24 2 0 2 8 2 4 10 4
25 2 0 2 2 8 4 4 10
26 2 0 2 4 8 4 6 10
27 2 0 2 6 4 4 8 6
28 2 0 2 8 4 4 10 6
29 2 0 2 6 6 4 8 8
30 2 0 2 6 8 4 8 10
31 5 1 4 0 0 6 2 2
32 5 1 4 2 0 6 4 2
33 5 1 4 4 0 6 6 2
34 5 1 4 6 0 6 8 2
35 5 1 4 8 0 6 10 2
36 5 1 4 0 2 6 2 4
37 5 1 4 2 2 6 4 4
38 5 1 4 4 2 6 6 4
39 5 1 4 6 2 6 8 4
40 5 1 4 8 2 6 10 4
41 5 1 4 0 4 6 2 6
42 5 1 4 2 4 6 4 6
43 5 1 4 4 4 6 6 6
44 5 1 4 6 4 6 8 6
45 5 1 4 8 4 6 10 6
46 5 1 4 0 6 6 2 8
47 5 1 4 2 6 6 4 8
48 5 1 4 4 6 6 6 8
49 5 1 4 6 6 6 8 8
50 5 1 4 8 6 6 10 8
51 5 1 4 0 8 6 2 10
52 4 1 4 2 8 6 6 10
53 4 1 4 6 8 6 10 10
54 3 1 6 0 0 8 3 4
55 3 1 6 0 4 8 3 8
56 4 1 6 0 8 8 4 10
57 5 1 4 0 0 6 2 2
58 5 1 4 2 0 6 4 2
59 4 1 4 0 2 6 4 4
60 3 1 4 4 0 7 6 4
61 3 1 4 4 4 7 6 8
62 3 1 4 0 4 7 2 8
63 7 2 8 0 0 10 4 2
64 8 2 8 0 2 10 2 4
65 8 2 8 2 2 10 4 4
66 6 2 8 4 0 10 7 4
67 6 2 8 4 4 10 7 8
68 8 2 8 0 4 10 2 6
69 8 2 8 0 6 10 2 8
70 8 2 8 2 4 10 4 6
71 8 2 8 2 6 10 4 8
72 8 2 8 7 0 10 9 2
73 8 2 8 7 2 10 9 4
74 8 2 8 7 4 10 9 6
75 8 2 8 7 6 10 9 8
76 6 2 10 0 0 12 3 4
77 8 2 10 3 0 12 5 2
78 8 2 10 0 4 12 2 6
79 8 2 10 0 6 12 2 8
80 8 2 10 2 4 12 4 6
81 8 2 10 2 6 12 4 8
82 8 2 10 5 0 12 7 2
83 8 2 10 7 0 12 9 2
84 8 2 10 4 2 12 6 4
85 8 2 10 6 2 12 8 4
86 8 2 10 8 2 12 10 4
87 8 2 10 4 4 12 6 6
88 8 2 10 4 6 12 6 8
