30	3
1350	240	245
0	33	0	12	0	2	1	10	100000	0	0	2525	1	1
1	20	0	12	0	1	1	30	100000	0	0	0	1	1
2	25	1	13	1	1	1	40	100000	0	4000	615	2	1
3	31	0	14	0	1	1	20	100000	0	0	230	0	1
4	40	0	16	0	2	1	40	200000	0	0	4063	2	1
5	50	1	22	1	2	1	20	300000	25227	3700	3700	0	1
6	37	1	34	1	30	1	10	500000	0	3676	4054	0	1
7	40	0	37	0	33	1	2	600000	0	0	2432	1	2
8	42	0	40	0	38	1	10	1700000	0	0	12642	0	2
9	43	0	41	0	36	1	2	700000	0	0	805	2	1
10	46	1	45	1	41	1	10	800000	3685	901	3284	0	1
11	50	1	49	1	44	1	8	1000000	1001	1473	2645	1	1
12	55	0	55	0	49	1	10	1500000	0	0	2010	0	2
13	61	1	60	1	54	1	10	2100000	7198	7080	8689	0	1
14	77	0	67	0	74	1	6	3000000	0	0	5321	2	1
15	69	0	68	0	61	1	8	2600000	0	0	8568	2	1
16	77	0	74	0	67	1	12	3300000	0	0	588	2	1
17	120	0	80	0	113	1	1	17400000	0	0	10931	0	2
18	86	0	85	0	75	1	12	4300000	0	0	5978	2	3
19	123	1	86	1	122	1	1	22100000	16881	4426	18837	0	1
20	107	0	90	0	116	1	1	16200000	0	0	21869	2	1
21	106	1	92	1	101	1	2	9300000	3003	4343	4768	2	1
22	107	0	98	0	147	1	1	20600000	0	0	15716	2	1
23	106	0	101	0	92	1	2	8400000	0	0	790	2	2
24	116	0	101	0	197	1	2	34000000	0	0	26118	0	3
25	118	0	108	0	100	1	4	11600000	0	0	10932	2	1
26	126	0	113	0	144	1	4	18400000	0	0	1293	1	1
27	138	0	136	0	197	1	1	40600000	0	0	12986	2	1
28	154	0	149	0	148	1	1	40400000	0	0	0	2	1
29	180	0	171	0	163	1	1	60400000	0	0	27472	2	1
