22	3
1350	240	245
0	37	0	34	0	30	1	10	500000	0	0	2027	2	1
1	40	1	37	1	33	1	3	600000	1474	3636	3243	0	1
2	43	0	41	0	36	1	9	700000	0	0	4027	0	1
3	49	1	44	1	50	1	5	1000000	4091	3673	6957	0	1
4	46	1	45	1	41	1	9	800000	3225	1352	3696	1	1
5	50	1	49	1	44	1	2	1000000	500	0	4408	2	1
6	55	0	49	0	55	1	8	1300000	0	0	2003	1	1
7	61	0	54	0	60	1	5	1800000	0	0	2732	0	1
8	55	1	55	1	49	1	8	1400000	1061	5306	7091	2	1
9	61	1	60	1	54	1	6	2000000	1851	3036	3825	2	1
10	77	0	67	0	74	1	1	2900000	0	0	5059	0	2
11	69	0	68	0	61	1	8	2500000	0	0	2174	2	3
12	77	0	74	0	67	1	2	3200000	0	0	2246	0	1
13	95	0	82	0	92	1	4	5700000	0	0	6585	1	2
14	86	1	85	1	75	1	8	4100000	654	1940	2282	1	1
15	95	1	92	1	82	1	5	5500000	3692	5005	7648	0	1
16	106	0	92	0	101	1	1	8400000	0	0	12059	1	2
17	200	1	96	1	178	1	2	48000000	8427	6741	20000	1	1
18	106	0	101	0	92	1	1	7500000	0	0	4936	0	2
19	126	0	113	0	218	1	3	22700000	0	0	0	0	2
20	137	1	126	1	161	1	6	23000000	4535	5214	19986	0	1
21	180	0	171	0	163	1	1	60400000	0	0	3925	1	1
