24	3
1350	240	245
0	31	1	14	1	1	1	20	100000	21429	6451	1152	0	1
1	40	0	16	0	2	1	42	200000	0	0	313	0	1
2	50	0	22	0	2	1	22	300000	0	0	673	0	1
3	37	0	34	0	30	1	10	500000	0	0	1216	0	1
4	40	0	37	0	33	1	10	600000	0	0	2027	1	1
5	43	0	41	0	36	1	10	700000	0	0	4027	0	1
6	46	1	45	1	41	1	10	800000	2304	0	2874	2	1
7	50	0	49	0	44	1	10	1000000	0	0	1763	2	1
8	61	0	60	0	54	1	8	2100000	0	0	6372	0	1
9	77	1	67	1	74	1	2	3000000	6766	4282	7686	2	1
10	69	0	68	0	61	1	8	2600000	0	0	1142	2	1
11	77	0	74	0	67	1	4	3300000	0	0	4703	1	3
12	86	1	75	1	85	1	4	3900000	0	0	608	0	1
13	86	0	85	0	75	1	12	4300000	0	0	5380	1	2
14	95	1	92	1	82	1	6	6400000	5985	2484	8118	0	1
15	200	1	96	1	178	1	1	48000000	0	0	0	0	1
16	116	0	101	0	197	1	1	34000000	0	0	40628	0	3
17	118	0	108	0	100	1	4	11600000	0	0	0	0	2
18	126	0	113	0	144	1	8	13600000	0	0	10553	2	3
19	126	0	120	0	176	1	1	36200000	0	0	14381	0	2
20	138	1	136	1	197	1	1	40600000	0	0	0	1	1
21	154	1	149	1	148	1	2	40400000	1832	0	1761	1	1
22	168	0	155	0	195	1	1	38900000	0	0	8972	0	1
23	180	0	171	0	163	1	2	60400000	0	0	13736	0	1
