13	3
1350	240	245
0	45	0	15	0	3	1	12	100000	0	0	1926	0	2
1	52	0	18	0	3	1	12	100000	0	0	1047	1	1
2	65	0	20	0	3	1	20	200000	0	0	1538	0	1
3	50	0	20	0	20	1	44	100000	0	0	600	0	1
4	58	1	55	1	49	1	12	1600000	605	2294	2555	1	1
5	68	0	64	0	57	1	12	2300000	0	0	3812	2	3
6	77	0	74	0	67	1	2	3200000	0	0	1685	2	1
7	86	0	75	0	85	1	4	5600000	0	0	8682	1	1
8	79	0	77	0	69	1	20	3100000	0	0	2098	1	1
9	86	1	85	1	75	1	8	4000000	5120	1898	5023	1	1
10	95	0	92	0	82	1	6	6200000	0	0	7879	1	1
11	116	1	101	1	197	1	4	34000000	20506	2976	43530	0	1
12	168	0	155	0	195	1	4	33100000	0	0	17796	0	1
