66	3
1350	240	245
0	2	0	2	0	39	1	1	100000	0	0	200000	0	1
1	80	0	3	0	3	1	1	600000	0	0	33000	2	1
2	25	0	8	0	2	1	10	100000	0	0	2000	2	1
3	25	0	13	0	1	1	30	100000	0	0	4615	0	2
4	31	0	14	0	1	1	30	100000	0	0	1842	1	1
5	40	0	16	0	2	1	30	200000	0	0	2813	0	2
6	50	1	22	1	2	1	20	300000	0	3700	336	0	1
7	25	0	25	0	2	1	10	100000	0	0	479	1	2
8	30	0	30	0	30	1	1	2000000	0	0	24444	2	1
9	73	0	32	0	29	1	6	1200000	0	0	5651	2	1
10	41	0	34	0	10	1	15	200000	0	0	0	1	2
11	87	1	39	1	35	1	2	1700000	4982	3350	3006	1	1
12	43	1	41	1	36	1	6	700000	0	0	0	0	1
13	51	0	43	0	10	1	25	300000	0	0	1149	1	1
14	49	0	44	0	50	1	1	1000000	0	0	506	0	1
15	45	0	45	0	5	1	2	200000	0	0	99	1	2
16	46	0	45	0	41	1	1	900000	0	0	3594	0	1
17	50	0	46	0	18	1	10	400000	0	0	1426	0	2
18	55	1	49	1	55	1	11	1400000	0	0	0	0	1
19	50	0	50	0	21	1	2	1500000	0	0	0	0	1
20	94	0	50	0	2	1	8	100000	0	0	323	2	1
21	61	0	54	0	60	1	2	3200000	0	0	5865	0	1
22	65	0	54	0	10	1	10	700000	0	0	3205	0	3
23	55	1	55	1	20	1	4	400000	3273	1091	1190	0	1
24	56	1	56	1	24	1	2	2500000	9301	24182	11161	2	1
25	70	0	56	0	71	1	5	100000	0	0	531	2	1
26	80	0	60	0	40	1	2	800000	0	0	1000	2	2
27	80	1	60	1	42	1	4	500000	198	446	1354	2	1
28	80	0	60	0	71	1	1	400000	0	0	83	0	3
29	80	0	60	0	61	1	1	1400000	0	0	4229	1	1
30	80	1	60	1	56	1	2	900000	2679	1004	1875	2	1
31	80	0	60	0	49	1	1	500000	0	0	833	2	1
32	69	1	61	1	68	1	2	3000000	2170	1918	2851	1	1
33	63	1	63	1	1	1	1	600000	19365	116190	2152	0	1
34	68	1	64	1	57	1	35	2300000	0	611	545	1	1
35	77	0	67	0	74	1	5	3800000	0	0	10448	1	1
36	80	0	68	0	72	1	2	2200000	0	0	2895	1	1
37	112	1	70	1	71	1	9	200000	185	174	352	0	1
38	86	0	75	0	85	1	5	4700000	0	0	2946	2	1
39	80	0	80	0	60	1	2	4800000	0	0	0	1	1
40	95	0	81	0	36	1	1	4900000	0	0	9552	2	1
41	123	1	86	1	122	1	1	22100000	4220	1475	4186	2	1
42	106	1	92	1	101	1	2	9200000	1000	1735	2858	1	1
43	200	0	96	0	178	1	1	48000000	0	0	2500	1	1
44	118	0	100	0	108	1	2	12900000	0	0	10932	0	1
45	116	0	100	0	129	1	9	19300000	0	0	3327	1	1
46	116	0	101	0	197	1	3	34000000	0	0	31922	2	1
47	130	1	104	1	13	1	12	3700000	16420	6568	1642	0	1
48	114	0	110	0	106	1	1	9200000	0	0	5869	2	1
49	140	1	112	1	137	1	2	5000000	0	0	0	0	1
50	140	0	112	0	37	1	2	700000	0	0	580	1	1
51	140	0	112	0	71	1	11	700000	0	0	357	0	1
52	140	0	112	0	152	1	2	6200000	0	0	3954	1	2
53	140	0	112	0	43	1	3	1400000	0	0	740	0	1
54	140	0	113	0	143	1	3	11800000	0	0	5967	0	1
55	126	0	113	0	144	1	6	14400000	0	0	3047	0	1
56	126	0	113	0	218	1	2	22700000	0	0	6394	2	1
57	116	0	116	0	162	1	3	30000000	0	0	17836	0	2
58	160	1	116	1	166	1	1	2800000	0	848	1367	0	1
59	154	0	120	0	155	1	1	3900000	0	0	2744	0	1
60	137	0	126	0	161	1	2	29100000	0	0	15172	2	1
61	138	0	136	0	197	1	2	40600000	0	0	28136	0	1
62	154	0	142	0	179	1	2	29000000	0	0	2661	0	2
63	154	0	149	0	148	1	1	40400000	0	0	15845	2	2
64	168	0	155	0	195	1	3	48800000	0	0	16866	0	2
65	180	0	171	0	163	1	2	60400000	0	0	9812	1	1
