21	3
1350	240	245
0	37	0	34	0	30	1	3	500000	0	0	4459	1	1
1	40	0	37	0	33	1	5	600000	0	0	3243	1	2
2	43	0	41	0	36	1	13	700000	0	0	1611	0	1
3	46	0	45	0	41	1	9	800000	0	0	2874	2	1
4	61	0	54	0	60	1	1	1800000	0	0	0	2	1
5	55	0	55	0	49	1	10	1400000	0	0	0	0	2
6	61	0	60	0	54	1	11	2000000	0	0	2186	2	1
7	69	0	61	0	68	1	1	2400000	0	0	2281	1	1
8	63	0	63	0	5	1	2	500000	0	0	385	1	1
9	77	0	67	0	74	1	1	2900000	0	0	2248	0	1
10	69	0	68	0	61	1	5	2500000	0	0	6522	0	1
11	112	1	70	1	71	1	4	400000	724	302	459	2	1
12	77	0	74	0	67	1	5	3200000	0	0	2246	2	1
13	86	0	85	0	75	1	9	4100000	0	0	6845	1	1
14	95	0	92	0	82	1	3	5500000	0	0	6372	0	1
15	116	0	101	0	197	1	3	34000000	0	0	43530	0	1
16	140	0	112	0	71	1	2	1000000	0	0	744	1	2
17	140	0	112	0	51	1	1	12500000	0	0	2409	0	2
18	140	0	112	0	52	1	1	11600000	0	0	1481	2	3
19	140	0	113	0	143	1	1	11800000	0	0	11188	2	1
20	126	0	113	0	218	1	2	22700000	0	0	3197	1	1
