15
587	233	220
0	52	0	36	1	25	1	19	4680000	1654	1922	9782	0
1	63	0	37	1	21	1	18	4895100	8196	17105	13288	0
2	100	0	61	1	36	1	9	21960000	21893	20427	8357	0
3	79	0	52	1	36	1	17	14788800	6783	14129	25820	0
4	99	0	63	1	36	1	13	22453200	5990	11925	5283	0
5	97	0	49	1	30	1	13	14259000	17152	2111	6558	0
6	90	1	69	1	55	1	10	34155000	8414	23271	20833	0
7	91	0	33	1	28	1	14	8408400	4167	20682	5127	0
8	111	0	76	1	41	1	7	34587600	8747	18492	24902	0
9	95	0	44	1	35	1	11	14630000	8341	10038	7982	0
10	74	0	47	1	29	1	10	10086200	25226	25438	22737	0
11	100	0	48	0	20	1	12	9600000	6130	20462	2735	0
12	75	0	38	1	30	1	16	8550000	8954	13328	8125	0
13	86	1	68	1	44	1	18	25731200	10347	22626	8617	0
14	72	0	52	1	33	1	16	12355200	24588	9428	317	0
