151	151
587	233	220
0	68	0	39	1	29	1	1	76908	76908	76908	76908	0
1	75	1	58	1	58	1	1	252300	252300	252300	252300	1
2	68	0	39	1	29	1	1	76908	76908	76908	76908	2
3	100	0	81	0	27	1	1	218700	218700	218700	218700	3
4	59	0	42	1	24	1	1	59472	59472	59472	59472	4
5	69	0	37	1	30	1	1	76590	76590	76590	76590	5
6	69	0	37	1	30	1	1	76590	76590	76590	76590	6
7	97	0	64	0	26	1	1	161408	161408	161408	161408	7
8	111	0	71	0	29	1	1	228549	228549	228549	228549	8
9	50	1	46	1	42	1	1	96600	96600	96600	96600	9
10	69	0	37	1	30	1	1	76590	76590	76590	76590	10
11	63	1	50	1	36	1	1	113400	113400	113400	113400	11
12	102	1	67	1	53	1	1	362202	362202	362202	362202	12
13	97	0	64	0	26	1	1	161408	161408	161408	161408	13
14	71	0	34	1	32	1	1	77248	77248	77248	77248	14
15	54	0	43	1	25	1	1	58050	58050	58050	58050	15
16	102	1	67	1	53	1	1	362202	362202	362202	362202	16
17	50	1	46	1	42	1	1	96600	96600	96600	96600	17
18	97	0	64	0	26	1	1	161408	161408	161408	161408	18
19	59	0	42	1	24	1	1	59472	59472	59472	59472	19
20	68	0	39	1	29	1	1	76908	76908	76908	76908	20
21	98	0	48	1	44	1	1	206976	206976	206976	206976	21
22	69	0	37	1	30	1	1	76590	76590	76590	76590	22
23	68	1	62	1	39	1	1	164424	164424	164424	164424	23
24	68	1	62	1	39	1	1	164424	164424	164424	164424	24
25	98	0	48	1	44	1	1	206976	206976	206976	206976	25
26	68	1	62	1	39	1	1	164424	164424	164424	164424	26
27	96	0	72	0	34	1	1	235008	235008	235008	235008	27
28	98	0	48	1	44	1	1	206976	206976	206976	206976	28
29	71	0	34	1	32	1	1	77248	77248	77248	77248	29
30	68	1	62	1	39	1	1	164424	164424	164424	164424	30
31	84	0	70	1	41	1	1	241080	241080	241080	241080	31
32	111	0	71	0	29	1	1	228549	228549	228549	228549	32
33	98	0	48	1	44	1	1	206976	206976	206976	206976	33
34	98	0	48	1	44	1	1	206976	206976	206976	206976	34
35	98	0	48	1	44	1	1	206976	206976	206976	206976	35
36	71	0	34	1	32	1	1	77248	77248	77248	77248	36
37	96	0	72	0	34	1	1	235008	235008	235008	235008	37
38	63	1	50	1	36	1	1	113400	113400	113400	113400	38
39	75	1	58	1	58	1	1	252300	252300	252300	252300	39
40	71	0	34	1	32	1	1	77248	77248	77248	77248	40
41	59	0	42	1	24	1	1	59472	59472	59472	59472	41
42	63	1	61	1	49	1	1	188307	188307	188307	188307	42
43	63	1	50	1	36	1	1	113400	113400	113400	113400	43
44	63	1	61	1	49	1	1	188307	188307	188307	188307	44
45	69	0	37	1	30	1	1	76590	76590	76590	76590	45
46	111	0	71	0	29	1	1	228549	228549	228549	228549	46
47	54	0	43	1	25	1	1	58050	58050	58050	58050	47
48	106	0	96	1	51	1	1	518976	518976	518976	518976	48
49	71	0	34	1	32	1	1	77248	77248	77248	77248	49
50	63	1	50	1	36	1	1	113400	113400	113400	113400	50
51	59	0	42	1	24	1	1	59472	59472	59472	59472	51
52	97	0	64	0	26	1	1	161408	161408	161408	161408	52
53	88	1	75	1	53	1	1	349800	349800	349800	349800	53
54	106	0	96	1	51	1	1	518976	518976	518976	518976	54
55	59	0	42	1	24	1	1	59472	59472	59472	59472	55
56	69	0	37	1	30	1	1	76590	76590	76590	76590	56
57	100	0	81	0	27	1	1	218700	218700	218700	218700	57
58	97	0	64	0	26	1	1	161408	161408	161408	161408	58
59	88	1	75	1	53	1	1	349800	349800	349800	349800	59
60	50	1	46	1	42	1	1	96600	96600	96600	96600	60
61	63	1	50	1	36	1	1	113400	113400	113400	113400	61
62	96	0	72	0	34	1	1	235008	235008	235008	235008	62
63	63	1	50	1	36	1	1	113400	113400	113400	113400	63
64	102	1	67	1	53	1	1	362202	362202	362202	362202	64
65	97	0	64	0	26	1	1	161408	161408	161408	161408	65
66	86	0	71	1	41	1	1	250346	250346	250346	250346	66
67	96	0	72	0	34	1	1	235008	235008	235008	235008	67
68	68	1	62	1	39	1	1	164424	164424	164424	164424	68
69	86	0	71	1	41	1	1	250346	250346	250346	250346	69
70	63	1	61	1	49	1	1	188307	188307	188307	188307	70
71	84	0	70	1	41	1	1	241080	241080	241080	241080	71
72	54	0	43	1	25	1	1	58050	58050	58050	58050	72
73	59	0	42	1	24	1	1	59472	59472	59472	59472	73
74	69	0	37	1	30	1	1	76590	76590	76590	76590	74
75	59	0	42	1	24	1	1	59472	59472	59472	59472	75
76	86	0	71	1	41	1	1	250346	250346	250346	250346	76
77	86	0	71	1	41	1	1	250346	250346	250346	250346	77
78	111	0	71	0	29	1	1	228549	228549	228549	228549	78
79	111	0	71	0	29	1	1	228549	228549	228549	228549	79
80	63	1	61	1	49	1	1	188307	188307	188307	188307	80
81	96	0	72	0	34	1	1	235008	235008	235008	235008	81
82	100	0	81	0	27	1	1	218700	218700	218700	218700	82
83	63	1	50	1	36	1	1	113400	113400	113400	113400	83
84	106	0	96	1	51	1	1	518976	518976	518976	518976	84
85	100	0	81	0	27	1	1	218700	218700	218700	218700	85
86	97	0	64	0	26	1	1	161408	161408	161408	161408	86
87	50	1	46	1	42	1	1	96600	96600	96600	96600	87
88	68	1	62	1	39	1	1	164424	164424	164424	164424	88
89	97	0	64	0	26	1	1	161408	161408	161408	161408	89
90	68	1	62	1	39	1	1	164424	164424	164424	164424	90
91	111	0	71	0	29	1	1	228549	228549	228549	228549	91
92	63	1	61	1	49	1	1	188307	188307	188307	188307	92
93	59	0	42	1	24	1	1	59472	59472	59472	59472	93
94	75	1	58	1	58	1	1	252300	252300	252300	252300	94
95	59	0	42	1	24	1	1	59472	59472	59472	59472	95
96	68	1	62	1	39	1	1	164424	164424	164424	164424	96
97	71	0	34	1	32	1	1	77248	77248	77248	77248	97
98	106	0	96	1	51	1	1	518976	518976	518976	518976	98
99	86	0	71	1	41	1	1	250346	250346	250346	250346	99
100	59	0	42	1	24	1	1	59472	59472	59472	59472	100
101	68	0	39	1	29	1	1	76908	76908	76908	76908	101
