17	3
1350	240	245
0	43	0	41	0	36	1	12	900000	0	0	2065	1	1
1	46	1	45	1	41	1	4	1000000	0	0	0	1	1
2	50	0	49	0	44	1	4	1300000	0	0	539	1	1
3	55	1	55	1	49	1	4	1700000	3896	5195	8099	2	1
4	61	1	60	1	54	1	4	2300000	0	2890	2601	0	1
5	69	0	68	0	61	1	8	3200000	0	0	0	0	2
6	77	1	74	1	67	1	6	3900000	0	0	0	1	1
7	86	0	85	0	75	1	2	5000000	0	0	2064	1	2
8	123	0	86	0	122	1	1	22100000	0	0	14651	0	2
9	95	0	90	0	136	1	3	14600000	0	0	0	0	3
10	200	0	96	0	178	1	5	48000000	0	0	0	1	1
11	107	0	98	0	147	1	3	20600000	0	0	23574	1	1
12	116	0	116	0	162	1	3	30000000	0	0	4459	1	3
13	126	0	120	0	176	1	3	36200000	0	0	14381	2	1
14	138	1	136	1	197	1	1	40600000	10613	16436	28136	1	1
15	154	0	149	0	148	1	3	40400000	0	0	22889	0	1
16	180	0	171	0	163	1	1	60400000	0	0	27472	1	1
