32	3
1350	240	245
0	23	0	11	0	1	1	8	100000	0	0	5138	1	1
1	28	0	14	0	2	1	5	100000	0	0	2551	1	2
2	32	0	15	0	2	1	1	100000	0	0	1042	1	1
3	63	1	18	1	5	1	10	100000	0	0	194	2	1
4	18	0	18	0	14	1	8	100000	0	0	4012	0	2
5	45	1	19	1	3	1	9	100000	3509	5185	818	2	1
6	71	0	21	0	5	1	13	100000	0	0	0	2	2
7	22	0	22	0	18	1	5	100000	0	0	3719	2	2
8	56	0	22	0	4	1	8	100000	0	0	1218	0	1
9	25	0	25	0	20	1	2	200000	0	0	2160	0	1
10	89	0	27	0	7	1	4	200000	0	0	799	0	1
11	32	0	31	0	3	1	12	100000	0	0	1411	0	1
12	35	0	35	0	29	1	3	700000	0	0	6644	0	1
13	40	1	37	1	3	1	10	100000	901	833	68	1	1
14	45	0	45	0	37	1	3	1000000	0	0	538	0	1
15	50	0	50	0	41	1	1	1800000	0	0	2160	1	1
16	56	1	56	1	46	1	3	2100000	3385	5924	4866	1	1
17	64	0	57	0	6	1	2	200000	0	0	77	2	2
18	112	0	70	0	37	1	4	2800000	0	0	1791	0	3
19	71	1	71	1	57	1	1	3200000	1595	1595	1922	2	1
20	82	0	72	0	8	1	12	400000	0	0	76	2	2
21	112	1	80	1	51	1	1	4300000	2147	0	1467	0	1
22	112	0	80	0	71	1	1	3700000	0	0	4567	1	3
23	102	0	88	0	9	1	4	1100000	0	0	629	1	2
24	129	0	111	0	12	1	6	1700000	0	0	1201	0	1
25	140	0	112	0	72	1	1	6400000	0	0	2884	0	1
26	140	0	112	0	190	1	3	19300000	0	0	13596	2	3
27	140	1	112	1	61	1	7	8700000	1276	2042	3893	1	1
28	140	0	112	0	99	1	1	14400000	0	0	921	0	1
29	140	0	112	0	71	1	3	7400000	0	0	5694	0	3
30	140	0	112	0	37	1	4	5300000	0	0	2735	0	2
31	220	0	190	0	100	1	1	90000000	0	0	10766	0	3
