15	3
12	10	10
0	2	0	1	0	2	1	10	4000	100000	100000	100000	0
1	2	0	1	0	2	1	10	4000	100000	100000	100000	1
2	2	0	1	0	2	1	15	4000	100000	100000	100000	2
3	1	0	1	0	1	1	169	1000	100000	100000	100000	0
4	1	0	1	0	1	1	142	1000	100000	100000	100000	1
5	1	0	1	0	1	1	155	1000	100000	100000	100000	2
6	1	0	1	0	2	1	53	2000	100000	100000	100000	0
7	1	0	1	0	2	1	43	2000	100000	100000	100000	1
8	1	0	1	0	2	1	63	2000	100000	100000	100000	2
9	1	0	4	0	1	1	3	4000	100000	100000	100000	0
10	1	0	4	0	1	1	3	4000	100000	100000	100000	1
11	1	0	4	0	1	1	2	4000	100000	100000	100000	2
12	4	0	1	0	1	1	2	4000	100000	100000	100000	2
13	1	0	3	0	3	1	1	9000	100000	100000	100000	0
14	1	0	3	0	3	1	3	9000	100000	100000	100000	1
