23	3
1350	240	245
0	40	1	37	1	33	1	4	700000	3882	2992	7473	0	1
1	43	1	41	1	36	1	3	900000	5549	588	5678	2	1
2	49	0	44	0	50	1	1	1200000	0	0	4601	0	1
3	46	0	45	0	41	1	4	1000000	0	0	7101	2	1
4	50	1	49	1	44	1	10	1300000	7958	7199	8082	1	1
5	55	0	49	0	55	1	6	1600000	0	0	620	2	1
6	61	0	54	0	60	1	5	2100000	0	0	2647	0	2
7	61	1	60	1	54	1	13	2300000	4407	6503	7153	2	1
8	69	0	61	0	68	1	2	2500000	0	0	7128	2	1
9	77	0	67	0	74	1	8	3600000	0	0	9932	0	1
10	77	0	74	0	67	1	2	3900000	0	0	4865	0	1
11	86	0	75	0	85	1	5	4600000	0	0	715	2	1
12	95	1	82	1	92	1	7	6900000	915	789	886	0	1
13	86	1	85	1	75	1	4	5000000	2367	780	2064	1	1
14	106	0	92	0	101	1	5	8900000	0	0	10952	1	2
15	200	0	96	0	178	1	1	48000000	0	0	0	0	1
16	118	0	100	0	108	1	1	12700000	0	0	15068	0	2
17	116	1	100	1	129	1	16	15400000	8357	13379	19914	0	1
18	116	1	101	1	197	1	5	34000000	6834	2976	11608	2	1
19	106	0	101	0	92	1	1	9100000	0	0	5128	1	1
20	126	0	113	0	144	1	6	17000000	0	0	3581	2	1
21	137	1	126	1	161	1	6	20200000	5975	4579	11702	1	1
22	168	1	155	1	195	1	5	38500000	1274	5876	7392	0	1
