30	2
587	233	220
13	52	0	34	1	21	1	7	3712800	7052	13718	19994	0
10	33	1	32	1	29	1	3	3062400	13222	19776	12516	0
7	51	1	31	1	31	1	4	4901100	22711	9994	16382	0
4	96	0	60	1	31	1	5	17856000	13517	12956	29142	0
14	112	0	69	0	31	1	4	23956800	18667	23631	30780	0
3	92	0	85	0	34	1	2	26588000	12210	23542	6361	0
1	69	1	61	1	35	1	1	14731500	799	4695	3469	0
6	63	1	57	1	36	1	4	12927600	12650	4105	12370	0
5	66	1	38	1	38	1	3	9530400	14174	4768	9503	0
12	88	0	57	1	38	1	3	19060800	30542	30910	22828	0
8	100	0	75	1	44	1	5	33000000	6585	18268	22006	0
11	81	1	72	1	45	1	5	26244000	10516	26012	9725	0
9	78	1	66	1	53	1	3	27284400	30317	10167	9052	0
2	107	1	70	1	55	1	3	41195000	14020	17372	24597	0
0	96	1	95	1	68	1	4	62016000	9537	15355	20975	0
13	52	0	34	1	21	1	5	3712800	7052	13718	19994	1
10	33	1	32	1	29	1	4	3062400	13222	19776	12516	1
7	51	1	31	1	31	1	3	4901100	22711	9994	16382	1
4	96	0	60	1	31	1	2	17856000	13517	12956	29142	1
14	112	0	69	0	31	1	5	23956800	18667	23631	30780	1
3	92	0	85	0	34	1	3	26588000	12210	23542	6361	1
1	69	1	61	1	35	1	2	14731500	799	4695	3469	1
6	63	1	57	1	36	1	4	12927600	12650	4105	12370	1
5	66	1	38	1	38	1	6	9530400	14174	4768	9503	1
12	88	0	57	1	38	1	6	19060800	30542	30910	22828	1
8	100	0	75	1	44	1	10	33000000	6585	18268	22006	1
11	81	1	72	1	45	1	6	26244000	10516	26012	9725	1
9	78	1	66	1	53	1	9	27284400	30317	10167	9052	1
2	107	1	70	1	55	1	4	41195000	14020	17372	24597	1
0	96	1	95	1	68	1	6	62016000	9537	15355	20975	1
