22	3
1350	240	245
0	37	0	34	0	30	1	1	500000	0	0	3243	0	2
1	40	1	37	1	33	1	4	600000	491	1364	1621	1	1
2	43	0	41	0	36	1	2	700000	0	0	3624	0	1
3	46	0	45	0	41	1	3	800000	0	0	4106	0	1
4	55	0	49	0	55	1	2	1300000	0	0	5510	2	1
5	50	1	49	1	44	1	2	1000000	2505	1473	4408	1	1
6	61	0	54	0	60	1	1	1800000	0	0	4918	2	2
7	69	0	61	0	68	1	23	2400000	0	0	2851	1	3
8	77	0	67	0	74	1	13	2900000	0	0	8432	2	2
9	69	0	68	0	61	1	4	2500000	0	0	2174	0	2
10	77	0	74	0	67	1	2	3200000	0	0	1123	2	1
11	86	0	75	0	85	1	5	4500000	0	0	3488	2	2
12	95	1	82	1	92	1	6	5700000	1511	3261	10244	0	1
13	86	0	85	0	75	1	5	4100000	0	0	0	2	1
14	95	1	92	1	82	1	2	5500000	6644	1430	8285	2	1
15	106	0	92	0	101	1	1	8400000	0	0	7752	1	1
16	118	0	100	0	108	1	3	13000000	0	0	16525	1	2
17	106	1	101	1	92	1	1	7500000	3250	3097	4231	0	1
18	116	0	101	0	197	1	1	34000000	0	0	2902	1	2
19	126	0	113	0	218	1	7	22700000	0	0	23978	1	1
20	126	0	113	0	144	1	2	13500000	0	0	8534	1	1
21	137	0	126	0	161	1	2	24300000	0	0	21116	0	3
