16	3
1350	240	245
0	43	0	41	0	36	1	1	900000	0	0	516	0	1
1	46	1	45	1	41	1	6	1000000	5122	3896	4565	1	1
2	50	0	49	0	44	1	3	1300000	0	0	4310	0	1
3	61	0	54	0	60	1	2	2600000	0	0	789	2	1
4	55	0	55	0	49	1	8	1700000	0	0	2314	2	1
5	69	0	68	0	61	1	1	3200000	0	0	7618	0	1
6	77	0	74	0	67	1	2	3900000	0	0	6254	1	1
7	95	1	82	1	92	1	2	6900000	4573	4737	5315	1	1
8	86	1	85	1	75	1	3	5000000	4734	6239	8257	1	1
9	107	0	90	0	116	1	1	16700000	0	0	3468	1	3
10	106	0	92	0	101	1	5	9900000	0	0	9137	1	1
11	118	0	100	0	108	1	1	12700000	0	0	8610	1	3
12	116	0	100	0	129	1	2	19800000	0	0	6827	1	1
13	116	0	101	0	197	1	1	34000000	0	0	20314	2	1
14	126	1	113	1	144	1	2	17000000	3134	1874	4776	1	1
15	137	0	126	0	161	1	2	30300000	0	0	17553	1	1
