21	3
1350	240	245
0	43	0	41	0	36	1	3	900000	0	0	2581	1	1
1	46	1	45	1	41	1	1	1000000	0	1113	1014	2	1
2	55	1	49	1	55	1	4	1600000	1239	552	1859	0	1
3	61	0	54	0	60	1	5	2100000	0	0	4633	1	1
4	55	0	55	0	49	1	2	1700000	0	0	1736	2	1
5	61	0	60	0	54	1	6	2300000	0	0	650	1	2
6	69	1	61	1	68	1	4	3100000	2242	0	2946	2	1
7	77	0	67	0	74	1	3	3600000	0	0	709	1	1
8	69	0	68	0	61	1	7	3200000	0	0	5541	0	1
9	77	0	74	0	67	1	8	3900000	0	0	5560	1	1
10	86	0	75	0	85	1	2	4600000	0	0	6433	0	1
11	95	1	82	1	92	1	1	7600000	10074	11304	12683	2	1
12	86	0	85	0	75	1	3	5000000	0	0	6881	2	1
13	106	1	92	1	101	1	2	10000000	5381	8407	13331	2	1
14	118	0	100	0	108	1	1	12300000	0	0	8339	0	1
15	116	0	100	0	129	1	5	15400000	0	0	5310	2	1
16	106	0	101	0	92	1	1	9100000	0	0	4273	1	1
17	116	0	101	0	197	1	3	34000000	0	0	34824	0	1
18	118	1	108	1	100	1	4	11300000	1054	4822	5358	0	1
19	126	0	113	0	144	1	7	17000000	0	0	5970	1	1
20	137	0	126	0	161	1	7	31100000	0	0	0	1	2
