143	143
587	233	220
0	101	1	66	1	61	1	1	406626	406626	406626	406626	0
1	83	1	80	1	76	1	1	504640	504640	504640	504640	1
2	64	1	62	1	42	1	1	166656	166656	166656	166656	2
3	98	0	94	0	45	1	1	414540	414540	414540	414540	3
4	57	0	56	0	22	1	1	70224	70224	70224	70224	4
5	99	0	68	0	23	1	1	154836	154836	154836	154836	5
6	95	0	67	1	38	1	1	241870	241870	241870	241870	6
7	95	0	65	1	34	1	1	209950	209950	209950	209950	7
8	98	0	94	0	45	1	1	414540	414540	414540	414540	8
9	68	1	52	1	40	1	1	141440	141440	141440	141440	9
10	78	0	65	0	21	1	1	106470	106470	106470	106470	10
11	98	0	94	0	45	1	1	414540	414540	414540	414540	11
12	81	1	54	1	47	1	1	205578	205578	205578	205578	12
13	52	1	40	1	31	1	1	64480	64480	64480	64480	13
14	95	0	65	1	34	1	1	209950	209950	209950	209950	14
15	68	1	52	1	40	1	1	141440	141440	141440	141440	15
16	94	0	58	0	26	1	1	141752	141752	141752	141752	16
17	54	0	46	1	27	1	1	67068	67068	67068	67068	17
18	57	0	56	0	22	1	1	70224	70224	70224	70224	18
19	99	0	68	0	23	1	1	154836	154836	154836	154836	19
20	98	0	94	0	45	1	1	414540	414540	414540	414540	20
21	83	1	80	1	76	1	1	504640	504640	504640	504640	21
22	83	1	80	1	76	1	1	504640	504640	504640	504640	22
23	95	0	67	1	38	1	1	241870	241870	241870	241870	23
24	101	1	66	1	61	1	1	406626	406626	406626	406626	24
25	95	0	67	1	38	1	1	241870	241870	241870	241870	25
26	86	0	34	1	25	1	1	73100	73100	73100	73100	26
27	52	1	40	1	31	1	1	64480	64480	64480	64480	27
28	86	1	64	1	53	1	1	291712	291712	291712	291712	28
29	86	1	64	1	53	1	1	291712	291712	291712	291712	29
30	86	1	64	1	53	1	1	291712	291712	291712	291712	30
31	95	0	65	1	34	1	1	209950	209950	209950	209950	31
32	95	0	67	1	38	1	1	241870	241870	241870	241870	32
33	95	0	65	1	34	1	1	209950	209950	209950	209950	33
34	105	0	57	1	29	1	1	173565	173565	173565	173565	34
35	68	0	44	1	33	1	1	98736	98736	98736	98736	35
36	94	0	58	0	26	1	1	141752	141752	141752	141752	36
